total_number_routes=69
total_route_len=2999616.396
#rnum #length #load #depot-#customers-#customers-...-#customers-#depot
55 65376.844 1894 2002-1178-98-1190-1483-862-930-693-525-1606-1464-572-119-1255-822-68-1643-927-565-1702-1425-236-481-542-184-51-895-267-956-1349-1312-30-1022-50-5-824-1172--2002
56 32483.685 1180 2002-1199-1777-1749-1541-1356-695-1684-323-991-392-1786-441-1604-923-612-1532-1260-552-251-428-394-1922--2002
57 43264.686 1966 2002-1242-831-1940-83-849-1493-716-1563-952-1679-1627-196-1572-1167-1238-172-519-1859-343-723-1600-1491-969-1817-760-1081-224-370-1124-1017-424-293-1858-1159--2002
58 46931.615 1475 2002-1321-331-1715-1556-992-903-1274-300-344-1765-1340-1170-458-376-1293-1666-1029-163-1486-244-1730-1577-676-704-804-440-685-983-47-671-865--2002
59 58562.650 1909 2002-1372-1320-536-1764-1584-248-1860-171-401-1720-1129-832-1364-556-546-1907-1897-1912-75-329-778-1225-904-1014-1662-397-1713-843-1164-1658-447-1365--2002
60 41936.874 1491 2002-1373-1264-1739-687-1083-1168-63-136-505-1257-71-1930-117-682-852-346-361-377-879-214-1139-1675-174-287-1978-88-1193-271-563-324--2002
61 43968.938 1998 2002-1500-2000-337-249-1337-864-408-1525-1405-617-1742-1605-1971-1943-926-1751-1085-1911-870-1992-860-1894-540-62-1265-1284-1576-1932-1939-1838-1688-986-179-524-1459-950--2002
62 31770.609 1794 2002-1531-305-272-1474-618-1069-1259-811-132-812-399-258-888-1440-1472-190-345-590-1744-203-1335-1407-1097-1024-233-529-630-1635-1770--2002
63 33153.367 1889 2002-1540-1653-1295-318-1818-748-152-547-977-375-1304-920-1305-744-1499-1057-1753-1615-662-1809-638-37-406-871-1339-1551-745-579-629-1787-773-1196-615-1436-1227-1323-198-1204-997-487--2002
64 30305.384 760 2002-1545-1143-1366-1280-89-850-1595-1484-1271-1319-715-651-1852-1263--2002
65 74077.800 1938 2002-1685-1522-714-1125-108-206-1865-1458-1693-788-861-1856-1120-277-1273-1573-713-316-1792-847-72-189-1801-889-1554-526-587-1762-955-641-1467-1205-1886-306-1774-1612-1589--2002
66 75225.378 1528 2002-1708-707-1160-1699-1964-1171-175-1232-1629-1513-188-1504-1881-1000-1251-963-1705-1485-1533-1557-1885-806-204-1431-624-541-1543-1301-104-279-282-52-1096--2002
67 46305.822 1987 2002-1877-225-1707-1390-1079-110-719-60-1490-209-325-1981-1182-317-1267-1526-1468-1996-1680-922-165-180-1329-606-1447-360-667-265-1888-74-1161-856-1344-1078-87-1942--2002
68 28185.701 1723 2002-1938-400-1593-899-1905-445-1064-1899-1429-352-882-1534-705-710-1847-1650-1401-738-765-1306-157-753-1005-534-1087-228-1144-1811-48-1031-839-1051-371-1233-1036--2002
69 43544.380 1360 2002-1980-223-97-488-147-1797-1737-1025-1006-261-810-1714-1678-1186-1795-1916-961-1448-243-1514-562-1039-711-1990-1207-1145-797--2002
