total_number_routes=293
total_route_len=6784751.854
#rnum #length #load #depot-#customers-#customers-...-#customers-#depot
35 20699.884 1908 10001-5902-9240-700-84-4344-9844-3123-7029-7384-8928-9159-37-183-2114-190-9365-5990-5006-2038-8756-2705-8740-7305-980-4224-4373-7809-509-3139-5268-7944-229-5280-5981-8993--10001
36 17024.712 1748 10001-6482-4363-6637-1792-9877-7271-8701-4556-1998-1955-3891-5258-3467-5887-4533-2559-692-9316-6049-2054-4210-2801-8106-4083-5022-3455-3680-4858-6144-2619-4266-9094-2061--10001
37 14364.175 1289 10001-6569-1349-6866-9747-7059-1304-8735-4403-2529-7560-4681-4983-3900-8950-7091-786-1669-5675-7195-5733-1432-1076-2128-7695--10001
38 26858.168 1389 10001-7127-7160-9561-8469-8749-1143-4092-9244-9-4332-9601-888-5011-5263-1813-1208-1951-3679-7155-6538-1763-769-1569-1258-7492-9337-6803--10001
39 28693.486 1986 10001-7240-6498-5053-1333-7874-1630-6983-5255-8124-7000-134-4412-9571-7369-2247-1100-7499-2776-8441-2722-5814-2414-9701-863-1222-2683-9742-3747-5570-2491-9505-5431-9318-3969-9332-2298-8017-3071-5558--10001
40 17917.708 1993 10001-7280-8407-4975-9295-5388-7927-7964-6487-2294-1382-3182-3671-5322-8336-3126-8179-1592-5851-4392-4632-5129-6588-1535-5515-7206-4653-649-8626-1379-5870-8936-8653-5405-7998-7538-7257--10001
41 22550.906 1986 10001-7345-6016-7130-1927-8075-6832-9443-1934-2070-1818-7884-1866-1060-6460-7468-3362-9751-9899-5786-1518-1472-1952-6059-5127-5753-3836-8343-3521-7110-8206-7085-9768-2478-3375-9357-3764--10001
42 35927.521 1876 10001-7397-594-9500-2236-9355-5806-7078-2451-5424-4814-6510-1198-731-768-2137-3039-3396-371-3519-1735-8755-6973-7392-409-7985-8972-8264-6138-2440-9662-6268-2150-6685-5826-2903-7148-2252-1747-4054--10001
43 30551.971 1839 10001-7719-2507-4606-7430-1367-7939-5549-6501-6995-5621-8365-5455-6228-1732-8125-7619-5652-4027-8952-2477-4695-3805-9422-2816-4890-1270-5289-5512-2093-7370-7220-2368-4878-1616-614-4186--10001
44 18919.866 1991 10001-7759-1362-4510-1081-6490-3663-1855-1932-7712-812-681-5243-8338-329-8537-1279-4457-4211-8519-7680-550-7612-125-7388-6247-8311-7615-2329-6387-2109-3053-2946-9024-2549-8713-3447-4759-9613-3597-823--10001
45 22220.056 1896 10001-7891-7211-6861-8722-4267-9279-9251-2789-6939-440-191-122-576-7679-1440-8539-9286-3073-6112-8307-1924-9832-2332-1690-6791-7836-7624-493-7416-1943-7926-6236-8574-7382-1468-7751-6151--10001
46 17490.795 1878 10001-8062-8129-2873-5763-5037-1085-387-4066-7602-5123-17-7020-8092-9609-7533-5562-6874-6543-3269-9282-424-5975-9258-3203-7868-6900-623-2593-8600-9942-1950-2635-2526-9418-4889--10001
47 32262.778 1984 10001-8736-9377-9066-5261-1766-1325-7526-4600-5324-3038-2848-4559-1170-7747-1949-4045-4611-5101-9082-7205-2934-4957-690-5389-7232-8356-9415-2574-9998-8085-5746-9839-287-3036-2996-783-4118-9820-5908-3854-8795-1999-4358-8508-3558-277-357--10001
48 46015.083 1851 10001-9511-858-6363-8791-1594-4565-6038-5078-7812-7756-6011-7241-680-42-9930-4904-4476-8084-3491-2309-1487-7458-2278-7283-766-6681-7104-6630-9301-5404-2870-1890-8938--10001
49 15470.190 1938 10001-9546-8159-7391-7374-4484-4405-1648-5362-5698-2442-1359-8891-6972-7826-5313-9680-9275-8246-9142-2592-943-5342-8657-7876-8306-1192-3601-8926-2604-7938-9158-8413-8019-2936-8833--10001
50 22037.073 1983 10002-237-5704-7199-5627-2723-5657-4604-7513-2692-1300-5250-2328-8862-6754-1178-3518-4059-5128-8036-8708-6789-5665-3905-4336-4996-473-6266-2539-777-920-4421-2990-9472-1322-3697-2509-3962-9214-7012-9663-6958-3282-2203-9715-5077--10002
51 14950.187 1971 10002-436-5677-4430-6056-7320-6726-7126-3639-9165-2703-6551-5020-3617-6450-1254-2712-8238-2685-6821-8885-3190-6719-8484-2636-99-5419-1598-3010-2324-5369-2576-3430-1215-8396--10002
52 14855.605 1732 10002-705-3268-669-959-9604-7348-5722-2724-1201-8076-3545-9959-7166-2612-2018-1957-3045-8145-3627-5516-153-5865-8250-4934-602-3179-7545-4547-9549-837-8123-4507-5643--10002
53 20308.251 1860 10002-910-192-2077-6288-2621-7102-5336-7187-1841-1731-2112-14-434-2779-3635-8544-3744-7204-9437-510-2241-7433-9937-2104-7359-1529-5728-9699-2590-1329-8629-7282-9583-198-788-7247-68--10002
54 13667.575 1880 10002-956-1668-4328-7935-4686-7920-4971-2904-7002-5602-6917-2043-6106-7950-5143-7441-256-8498-8496-1117-9429-3867-3762-8051-1473-1812-1765-3263-2100-9321-221-6028-2840-2584-7739--10002
55 11589.422 1922 10002-1006-3232-4972-3456-213-7713-3334-1906-1910-3381-9174-1339-2420-1126-8831-9928-6240-3307-5176-7075-8358-2783-1852-1087-1551-3686-2602-1567-4835-1749-548-8375-1911-3587-7420-2361--10002
56 26739.553 1979 10002-1144-309-4379-818-2628-6113-8541-1313-1711-4353-1338-5841-7089-6769-3416-8561-5738-6601-4549-2255-9731-4282-6456-5836-8817-3860-6311-1202-3618-6046-9686-785-936-2999-5227-6481-637-2808-1865-6641-7405-2417--10002
57 12185.089 1854 10002-1394-8505-7442-9576-8048-9589-1730-7786-5756-2496-4528-4295-4768-4964-1534-6100-3047-4080-5598-7594-9858-8515-7837-1695-324-1579-5527-5149-3393-2046-2369-3586-3094-1444-3066--10002
58 22948.156 1800 10002-1678-7689-7952-5588-2180-5977-2877-7238-8011-5876-6340-4879-8102-9379-4308-2381-5031-6193-8056-9568-4505-5033-9995-2986-6307-3119-7386-7567-3732-2771-2400-8359-4544-1040-5767-789--10002
59 10768.072 1453 10002-1845-151-7957-4126-3261-1789-3897-3676-5615-5864-8742-6876-5321-3876-2555-458-5070-7170-9991-5068-9131-5002-7063-3825-4756--10002
60 19411.865 1983 10002-1929-3853-5145-4839-2386-9103-978-7017-8633-646-6298-258-5298-3774-6202-7407-717-4303-825-3809-2074-5036-4981-9160-736-8433-9791-4380-5604-5775-8577-3552-1629-805-4753-1412-609-2727-9414--10002
61 17046.071 1995 10002-1945-3701-2501-4258-6007-2058-3242-5438-6130-7434-4204-9089-8367-1720-2922-5292-9712-6328-4668-5659-7745-6291-2939-464-7025-4703-4003-2117-2835-6441-6938-7101-5440-4187-6170-6870--10002
62 15464.953 1436 10002-2366-9900-8889-3662-3333-6781-636-2005-3322-328-6921-2519-6147-1684-6189-3906-5236-2620-1334-7124-8856-392-5726-3386-7385-9340-1028-1659--10002
63 31350.175 1987 10002-2556-1482-6242-366-2426-2833-6264-8762-4205-5479-4250-2825-5683-9616-5136-1617-293-5373-6214-9465-9298-1426-6548-310-2852-5805-3251-3512-6474-8744-4767-3576-8920-9434-996-5161-8876-9073-4206-8436--10002
64 10326.628 1683 10002-2691-3902-2850-2107-561-1972-3175-2359-9602-7037-2605-5796-1795-494-2402-6892-6653-8410-5155-8547-1743-2305-2468-9716-820-13-8590-4458-345-2249--10002
65 19591.886 1943 10002-2800-7802-9567-699-4287-5793-9449-9595-7791-5287-8134-4360-5994-1509-1832-913-4429-142-4296-9985-589-8690-4366-958-775-1576-9943-937-2096-4260-5470-916-5315-7537-3995-5154-2462-2140-6473-6959-4929-2155-1862-9210-6632-2211-9805-1797--10002
66 17201.098 1962 10002-3086-61-6990-885-7691-3961-3945-1563-8858-8164-2344-7970-9579-4146-6753-9453-4029-5748-6922-882-584-3988-85-8725-5266-279-5366-2583-2522-6730-8573--10002
67 21224.604 1996 10002-3436-6715-8437-6464-2232-4721-529-6496-6054-4810-1639-8607-5277-3435-8898-3289-1460-8000-6335-1689-4534-4084-3628-3959-4690-1886-286-3290-2022-5859-2874-9536-4447-6734-6793-2423-1605-1873--10002
68 9285.135 1416 10002-3504-5825-8269-9779-2671-5707-4567-4761-6809-6935-7561-4516-6195-7942-1195-9524-8466-9182-2228-8733-7003-5081-8016-1387-7918-5030-3384-5809--10002
69 13930.915 1596 10002-3514-1822-8070-7491-9457-2441-2389-4861-7579-8604-1905-7569-340-7008-949-4813-2068-7421-1305-3257-9115-7165-4144-7372-7546-7137-3358-6926-7792-1196-6728-5539-8112-3716-6010--10002
70 22228.323 1980 10002-3524-4936-3222-5605-2550-5640-6459-2177-8776-6003-9053-806-2916-3722-659-2198-5713-3634-3993-4199-7325-2813-1295-7077-24-5473-6648-1019-9696-8117-3683-7601-1256-4795-624-6623-8141-2450-8996-4970-3915-4647-8984-3160-3029-6227-9910--10002
71 12913.881 1621 10002-3653-4035-6514-2857-2678-2353-4225-8352-7106-6678-7354-9822-8114-6760-5506-7972-4020-8140-5386-4238-312-1923-1283-1521-3405-7693-6512-1744-8857-2216-3606-1571-2788-2872-3254--10002
72 15222.964 1281 10002-3874-8527-7107-7774-5417-6901-6997-2081-2371-3100-8248-5903-8788-8451-2485-5920-82-6197-2125-2828-6810-7654-4950-5163-3206-224-394-9128-3141--10002
73 11174.867 1272 10002-3875-4009-2066-9350-7885-9947-6804-5995-4090-6111-7233-6034-4794-7159-990-3372-2988-5256-2218-8569-4574-2343-271--10002
74 27141.310 1857 10002-4323-3630-5592-1142-7226-7936-7364-145-6177-72-4292-5672-1427-9869-828-456-718-65-445-1986-1351-9644-6006-3828-2397-180-3107-6381-3084-8643-7013-7363-2742-6896-7886-3235-3065-9113-9765--10002
75 20613.738 352 10002-4425-5773-7349-8511-1310--10002
76 11726.950 1634 10002-4551-8951-3868-4233-1437-6608-7872-4485-4937-7861-1314-8941-9102-8479-3760-7849-4984-6672-6309-1750-5576-1783-3736-2256-5536-2622-2805--10002
77 17893.160 1901 10002-4725-5647-5395-1420-3166-9692-5669-4241-8646-7300-9892-281-6442-9641-6511-399-1726-9838-2506-7105-2321-4999-917-8399-3765-1781-4523-4953-7203-4846-6382-5454-8549-8427-9684-7830-8327-2487-588-6225-3987-4626-9343-4305--10002
78 11081.712 1886 10002-4752-2991-46-5968-35-4334-2650-4164-3882-2992-6141-2862-5466-5471-2394-4855-7142-7387-2595-2383-3341-2016-3291-5357-4750-7189-9289-384-2167-7402-6012-193-3148--10002
79 20210.203 1892 10002-4842-370-8274-6549-4110-8398-9958-3746-957-3943-378-4044-3553-9239-8308-6666-4838-382-7294-5436-9695-6136-6980-1894-1860-542-3787-6718-7894-2288-1899-4483-3748-7902-583-8976-5004-5754-3933-5328-3968-29-7133-1665-9727--10002
80 9066.890 1016 10002-4942-6849-2696-2051-228-6744-8024-1561-9281-7911-7473-5934-3359-7290-6965-1184-3970-3219-5545-7525-3237-9522--10002
81 13878.165 1806 10002-4945-207-5718-6171-9191-7835-7614-2201-2391-6817-5222-6458-4593-3624-930-8456-9939-9904-5401-8598-1328-7843-8973-6776-7509-5191-2510-9726-9245-6758-4067-1517-2270-3862-5795-6401-3983-6674-1555--10002
82 24032.576 1951 10002-5051-2638-6565-8119-6533-8211-112-9269-1464-9052-1352-453-212-7685-1227-9238-5889-6439-1233-4591-8430-8864-6643-687-9970-1944-8978-28-2327-6617-59-6183-6303-2676-9807-5850-1062-8237-7831-5700--10002
83 14797.132 1752 10002-5158-429-8057-5914-4638-7274-3187-537-7347-9117-1008-6285-419-9252-9394-5099-531-1871-6597-3327-8297-2231-4512-3088-5566-2756-511-9246-1425-3688-3283-5097-2404-301-9148-657-2933-8812--10002
84 12856.728 1741 10002-5257-2883-1593-1977-1650-4746-7947-4865-2898-3973-7744-3068-7770-6743-5441-4582-2613-7846-4866-9370-1989-3956-6488-3399-8956-3230-5273-763-3859-3159--10002
85 17333.269 1606 10002-5312-5510-3935-9606-1664-4041-9099-9639-708-9164-56-6204-5361-9473-9667-5327-4804-9582-9953-2178-832-2370-7978-8468-9312-5925-6203-5421-1056-5633-8333-3149-9497-9248-8887-4621--10002
86 19375.319 1910 10002-5364-5862-5413-7500-4088-3022-4897-5901-8801-9782-8606-3550-4069-1447-747-5487-5812-4040-2520-8251-1282-4085-5017-5531-1683-7671-2042-2978-2927-4060-1109-4194-4555-127-4652--10002
87 22928.864 1925 10002-5667-2699-3937-6883-139-9021-8581-6115-868-8360-6573-8034-3417-4689-647-245-6206-1429-3169-6748-7225-1940-6331-904-2207-1846-6928-5400-6076-7358-461-9479--10002
88 14093.749 1880 10002-5800-6297-8155-1993-2884-4050-4568-1522-4477-3654-5346-6259-253-598-1073-5503-4623-1878-9183-4894-2197-8027-9019-545-691-7888-5692-3608-3879-3355-7652-5638-1090-8184-5541-513-3142--10002
89 9693.655 1825 10002-5838-2037-8175-3465-5590-9400-9780-3021-4257-3928-3626-9815-3304-569-8318-83-4671-275-1066-6073-1009-2106-9384-3989-5379-3848-5564-4898-1114-331-7228-2069-413-3463-7787-6072--10002
90 19429.841 1483 10002-5931-890-8829-757-2680-7095-710-6014-6048-6020-8890-9933-174-4536-9855-9888-3044-755-8671-4031-7529-5490-8233-1881-8353-346-4346-9020-6033--10002
91 18601.315 2000 10002-6184-8419-6966-8189-8168-3093-4532-7181-4473-3829-9881-6953-3011-1774-7462-750-9679-3259-6302-3869-7367-4030-782-8131-5555-1752-38-3434-7087-2547-1188-2147-3260-8925-9670-2578-2765-1692-9380-2430-829-5114--10002
92 14611.129 1960 10002-6348-2200-7001-6599-250-5199-9224-809-1299-6750-2915-8797-5818-1556-8534-9557-3409-8825-1930-3930-761-1552-7841-5080-8934-6703-7696-6725-7043-585-2279-6296-9845-7285-3880-9901--10002
93 15664.053 1985 10002-6612-257-2658-1978-3535-6287-1597-5365-8849-6397-877-4397-7856-7828-938-7541-2535-7005-9752-9261-1974-8526-8576-3305-179-2667-8166-302-135-8807-1633-599-7329-6561-1493-5234-1577-2663-7662-3280--10002
94 11353.097 1795 10002-6675-4616-1835-9565-2732-8884-3332-1234-9416-7796-4821-8669-8961-8268-6503-7324-5654-774-2820-8620-261-1591-6952-7015-6741-465-4824-1485-6506-6437-8324--10002
95 16179.643 1904 10002-7034-3450-908-3003-2330-7234-8442-7897-1418-6697-593-6044-2827-8010-7549-9493-8222-2276-4825-5924-8963-1449-1044-1753-6987-2133-707-355-7222-9382-1964-8599-1213-5872-934-7072-4882-1035--10002
96 8196.304 1931 10002-7066-5714-9863-1523-1880-6366-2325-677-9195-4160-3474-5316-2498-1759-4201-3887-5282-6483-9608-1249-2970-9698-7669-6960-1884-9793-570--10002
97 16760.496 221 10002-7269-7629-9975-541-5220--10002
98 11225.324 1631 10002-7316-675-8566-4817-155-2110-2479-223-2518-7762-4610-1074-3827-4856-5096-3992-1049-1913-109-7069-7120-5085-9770-4264-9873-5543-6961-8197-7261-7255-1413-3353-4404-3173-1476--10002
99 11089.071 1490 10002-7557-6711-5513-696-2222-7258-2364-1915-8811-36-6925-1098-9049-3005-9693-7483-5747-8256-3522-6797-8878-2340-472-2184-8615-1528-3820-3607-477--10002
100 17424.041 1714 10002-7716-234-88-7026-349-8160-5254-4191-1621-8888-8453-3433-7174-6479-5009-9219-1384-396-475-8942-7948-4895-4557-7986-1983-771-1494-4381-9690-9470-1024-7572-6404-9407-6894-5095-9537-6412-26--10002
101 14663.345 1580 10002-7847-7558-7502-6051-2385-6252-6422-6172-6593-1107-7395-6386-373-7697-9519-2563-5230-2888-3927-5294-5403-881-9882-4812-6385-3547-469-8765-10000-2025-7310-8096-3318-942--10002
102 12216.882 1723 10002-7968-8747-1152-9714-6798-4923-7186-1715-7209-7640-9840-9905-33-3564-1667-7413-3485-7600-9654-9091-3419-8504-590-7879-2795-1220-1956-979--10002
103 12611.093 1959 10002-8069-3885-344-3883-1400-4393-2027-8739-4781-6699-5625-426-5444-1206-5377-6117-9552-4836-3534-1853-8989-6047-129-754-3483-2932-4979-8030-865-1330-2989-5135-6424-3092-8954-4749--10002
104 18168.574 1974 10002-8079-2871-8490-9063-7596-2651-779-7555-1372-9079-9798-3475-1512-9062-6607-1572-3489-2459-8997-4113-6393-7344-2923-8638-7706-3344-732-3714-333-8695-5701-4526-2737-5749-164-3412-2099--10002
105 22868.237 1996 10002-8280-7334-6165-8866-9661-4538-1682-214-400-5517-5572-8415-7086-4615-1584-6324-5162-1443-5854-2984-3788-34-1347-7058-4992-1869-989-639-3668-3926-6693-9427-5944-8227-1316-4253-5393-8020-385-6799-4185-7362-1794-1232--10002
106 15031.446 1947 10002-8354-992-1342-6001-8047-3888-2752-9327-7975-5339-9625-3745-9125-9499-4788-4034-3186-7799-2662-1714-1453-4127-600-9946-1581-3096-9428-1499-5065-8161-2878-4391-2748-3806-8273-9223-5540-6234--10002
107 14006.516 1999 10002-8376-7996-3733-8255-9657-9406-7674-8150-7766-3437-7634-822-5587-3063-1694-4590-2734-735-6775-8723-4006-7216-1962-1548-9762-1280-2633-6739-4078-95-8567-568-3331-1053-4909-1970-5371-7556--10002
108 24011.479 1900 10002-8406-7161-2649-9395-4406-8664-9784-5310-4479-8317-2630-9302-5089-6179-5491-2856-665-1622-8852-2242-2390-4570-2760-855-8474-5391-8321-7657-4896-5883-2000-4168-8717-4374-1366--10002
109 18858.698 1777 10002-8499-1656-5461-9890-3054-8763-1733-8217-737-4278-4827-5332-7908-9732-8326-5500-1204-7251-6645-6701-3155-1238-5194-3826-1539-7995-4704-9987-6379-4739-7098-5702-3104-5544-9830-1481-963--10002
110 22003.514 1733 10002-8658-9854-955-1780-864-4462-1721-9271-1504-6668-4867-5761-211-6451-2655-3213-3050-674-4028-8602-1588-5000-1235-9594-3210-1849-2930-6936-1034-1041-7330-5113-7772--10002
111 19916.168 1872 10002-8773-4903-8726-1686-1546-9980-7480-1467-4841-5533-8063-7379-4441-2858-2026-6585-2108-7323-6893-5622-6431-6055-3127-4408-8921-1308-4244-4693-7435-8672-2731-5271-5183--10002
112 4315.847 659 10002-8892-4036-2215-7212-4321-1996-9430-2661-1882-274-2313-8911--10002
113 11727.506 1119 10002-9011-6634-5842-2162-8355-4877-4634-7121-7380-7317-2849-2733-6735-8798-9512-524-4724-5359-1928-3839-1289-5478--10002
114 9369.762 1576 10002-9031-1769-6761-4531-1554-5103-7357-4195-8095-2486-1716-9861-9586-2424-8005-615-1565-842-7635-2508-2428-1637-9417-6107-5133-7287-1960-6053--10002
115 17928.555 1937 10002-9036-4859-9475-4449-2080-6485-6723-2244-3313-3895-671-114-697-8032-7446-2810-483-1438-8533-8698-5402-7151-2687-6398-849-9032-8844-77-9496-2490-5705-5457-2956-6843-8004-2802-9817-1638-2717-6372-427-8551-3831-4732--10002
116 13801.770 1975 10002-9095-1083-291-4025-2607-5954-5653-8616-4932-3589-9938-9486-8775-4140-6089-5074-5969-5202-1864-1788-4811-6553-9776-9228-5381-6700-8472-7916-5445--10002
117 15008.403 1968 10002-9207-672-8289-4705-2554-3108-6712-5762-1615-6337-3114-7514-5073-6449-8922-3877-8536-3117-8428-9507-9789-8209-6522-361-5511-7061-5019-2521-3582-5047-2164-4736-8195-1791-1798-7622-8860--10002
118 11046.955 1431 10002-9254-8727-5708-2925-724-6683-1819-8126-4304-6968-2219-4707-2611-5311-6063-2067-3461-4967-4940-8970-6233-5585-1123-3449--10002
119 13149.181 1744 10002-9278-8201-9268-4719-4728-2912-2950-2876-4872-1210-4351-9389-3756-6399-1628-536-7312-7164-79-2269-2995-3426-5574-7723-8558-2654-7522-3975-1875-7967-9846-6618-5296-682-6380--10002
120 20334.414 1996 10002-9420-9192-3530-1889-3619-558-7064-2039-7100-6405-8838-7411-6577-7548-6133-8836-981-210-5309-7373-5170-2773-3425-7123-9996-4077-1658-81-7113-2746-7928-8594-3784-4235-9738-7112-3368-2023-7931--10002
