total_number_routes=274
total_route_len=8681006.716
#rnum #length #load #depot-#customers-#customers-...-#customers-#depot
17 37595.187 1901 10001-457-4915-5734-5163-8928-9012-8162-3824-6246-8770-8899-8144-856-837-4060-9971-1160-9484-7571-8185-4071-6512-1461-9251-3998-5916-2911-6509-6860-7022-3850-2728-4137-875-2796-3252-6106-8416-8480-8611-9266-3037-3156-1680--10001
18 18455.892 1990 10001-525-4224-7135-913-8322-2679-754-861-7670-1013-7309-8444-9321-4190-9193-4445-8191-820-9940-9736-8141-8352-2563-45-7090-6021-143-2923-4531-3623-5500-7174-3235-5531-9095-3871-8741-4403-1253-7232--10001
19 41083.352 1899 10001-560-620-1414-5082-9840-2939-2078-485-9514-2270-3666-6820-3947-7055-6138-4998-9650-9980-2048-5370-8184-8149-61-8284-5444-287-9463-9005-934-5261-5950-7579-7957-3365-9927-9017-1879-7712--10001
20 16890.471 1426 10001-638-7572-1999-4231-2490-5593-6318-8710-8833-7984-3759-4858-9900-6418-9726-3151-6321-2533-3579-5763-4600-3210-7690-973-3533-2462-6513-868-726-5853-3280--10001
21 18364.208 1884 10001-659-4959-1591-9338-393-3473-3733-4266-9986-3989-5811-1983-3328-6558-2189-2828-5000-2501-7414-8182-1846-1914-3758-6181-5350-8142-9354-7522-4856-8389-558-2311-6073-7587-2494-6646-3465-6973-362-8807-9438--10001
22 26451.024 1993 10001-664-7979-4018-3446-39-8578-9574-3089-4175-261-6089-6150-3530-7610-9543-5867-4923-1398-5640-1993-9910-5824-7431-7498-7284-788-3425-1869-3620-2671-1101-8835-1601-1391-486-7627-880-1359-1333-7066-9728-4487-4699--10001
23 31198.061 1996 10001-668-5275-8887-3866-4346-6234-4922-3935-1413-7211-8052-8299-9739-4182-8463-1590-6900-5291-6116-5546-5170-2092-249-9459-7987-463-6761-167-3500-4325-6627-189-551-740-7292-4290-6720--10001
24 54401.947 1876 10001-689-5353-4498-1830-5389-4574-8547-7736-6292-2252-2695-9086-293-1808-8551-8609-7350-1018-3335-25-6470-5691-9273-3462-6261-7787-3126-7685-7258-5669-8542-324-1373-3199-8909-9836--10001
25 30093.163 1987 10001-712-7561-7752-5650-7564-9608-2876-6381-1371-7491-1041-6706-7184-4884-2545-344-538-5468-6717-4497-4768-7817-5746-9895-2578-8109-1137-1314-4067-2531-6477-5618-8870-583-7056-956-7968-8124-4385-2639-4456--10001
26 38360.293 1895 10001-739-6276-8218-7316-1026-4043-9377-5284-6483-1730-1859-6016-1823-5117-1537-2192-6962-9811-9772-4353-2527-993-5243-7737-7077-4836-3351-7003-7748-4146-5044-1894-7807--10001
27 26518.061 1963 10001-761-9-684-6430-6125-7064-8572-8148-3870-651-6139-9219-188-82-5829-14-2127-2927-7517-3915-7558-1173-3942-636-2449-7130-4051-9003-5625-3493-5753-185-5036-9614-9767-8574-6847-2793--10001
28 24964.821 1792 10001-790-6087-127-6870-9054-1806-4484-8323-9600-862-3221-8068-8914-5295-1344-1216-7476-154-3551-7722-2855-8237-7382-8312-3670-830-4217-88-6601-2036-8651-9721-9884-7351-3309-339-8001--10001
29 44082.942 1999 10001-878-1155-3406-4641-1362-7724-6423-7496-8784-6789-3925-9799-4151-2676-2570-7952-6373-2798-8266-499-187-9303-5397-8252-9843-7134-5728-3959-3195-6769-6480-8313-1009-599-2224-6633-5931-4012-1197--10001
30 27282.242 1945 10001-938-2317-6302-4676-5046-6121-289-5594-9827-6397-7897-2874-2767-8760-2208-7582-3743-8118-4030-4657-9154-6293-2966-2635-5024-9541-138-4209-2109-6923-3581-354-3097-9622--10001
31 36143.399 1755 10001-996-6773-6329-8287-220-3495-2543-6248-3342-5656-7843-7243-3353-5686-9590-9390-9204-1985-6491-375-3800-1522-465-4935-5480-8830-6693-4579-3937-3895-8251-4193-6599-4732--10001
32 32020.567 1945 10001-1027-519-8635-2988-6876-9740-1857-4105-5787-1634-5926-5896-8481-1368-8128-3237-3130-4430-2937-4550-2334-6813-4668-9149-2539-6868-4990-3538-6605-9464-6563-1146-9454-3705-3417--10001
33 73790.053 1995 10001-1052-2131-4655-5009-5970-3950-98-7738-148-9006-8069-930-5957-2068-3638-9780-6382-7804-5778-6003-4388-7136-1927-8211-1325-4059-351-456-1379-8351-353-6375-318-1117-5967-3815-2526-7214-5245-1040-7565-3999--10001
34 46003.780 1989 10001-1077-7983-2792-6187-4640-4813-5742-9308-2128-6830-3002-8430-8405-1185-4630-4919-6247-9235-811-9655-7456-6351-2779-9378-4921-9422-6174-5014-8590-8889-874-331-3602-4470--10001
35 44102.378 1989 10001-1083-7989-2990-4271-2614-3344-3985-5332-4738-279-1304-2631-5435-8913-1372-8678-9383-9276-6569-1504-5068-7248-8362-2055-3435-5620-863-4546-1598-6912-4260-5410-5267-959-5976-4343-5767-3560--10001
36 29600.332 1974 10001-1153-5283-2947-7914-8324-4455-9425-3324-9374-2196-4159-229-6297-7642-8987-8537-3494-5977-7293-6683-3860-3010-4917-729-4758-3081-3621-7189-1627-7742-1837-3240-4863-4943-6451-779-4621-1224-8090-8672--10001
37 36499.908 1562 10001-1176-1913-2307-8152-9659-5837-5377-8544-6752-8548-7439-2290-7477-9576-6098-8377-7251-4172-2833-2284-9375-7447-7167-458-5602-3819-6334-621-1574-9603-4604--10001
38 38531.363 1999 10001-1245-1880-8049-7651-3589-9901-5559-8442-7483-1954-8292-9801-5154-5263-4541-7831-8476-4563-3356-7449-909-1918-9943-2159-6728-6362-8518-6663-4463-1796-5259-7040-816-9907-5698-5365-2987-3749-6054-4049--10001
39 36632.708 1983 10001-1252-8563-1015-2815-8402-7534-1034-9518-8681-7940-2766-8241-4181-2370-6718-3455-5820-3629-4148-7270-5952-5744-6142-5304-7886-4924-3458-54-6540-2573-5089-8671-435-9076-9363-4596-8222-1113-4020-3375-7811-2807-2029-6205-8454-4423--10001
40 21214.121 1744 10001-1260-2858-8908-5414-29-1663-7369-6577-6553-7104-3993-6199-7692-7362-8410-1933-8117-6678-7500-504-4961-9561-2294-5098-3867-2721-4144-4775-6850-4568-4982-3011-9394--10001
41 42343.883 1983 10001-1298-1177-2100-2491-9063-8051-4777-6154-9277-8466-2764-2356-1761-5653-1908-4816-1269-8934-226-872-8600-5469-8038-8303-9361-6968-4464-7125-4868-927-5819-3511-9096-8687-9888-8047-5601-9077-7103--10001
42 14096.454 1325 10001-1300-544-5462-8424-9985-6122-6998-2916-4532-7535-8194-3836-3314-9929-5713-2847-9131-2009-8045-5990-1035-6380-4472-2772-1341-5428-5773--10001
43 39140.978 1981 10001-1311-9545-494-7778-8875-4127-6291-3014-7307-980-5842-6641-417-8605-2871-8108-7696-5373-7247-6004-2064-2193-3694-7353-5248-4122-1447-7241-5614-5442-1001-8224-4723-5277-32-9356-3858-9199-7005-751-5762-2953--10001
44 29679.925 1993 10001-1387-1488-5381-2247-4883-2287-136-172-6229-9704-3111-987-813-948-7428-3586-5015-260-2344-6990-9820-5202-58-7769-8942-8867-4678-1119-7121-2951-7632-6660-9795-9905-1975--10001
45 49652.170 1655 10001-1394-2752-7507-9296-9156-9269-7276-9256-8494-1078-3117-6002-6674-2168-6823-5302-6878-1947-5802-6117-2499-350-6287-7099-3668-3766-983-7844-2044-9443--10001
46 36124.670 1983 10001-1417-5048-4812-8443-5190-8834-6589-595-6899-4376-5411-6797-5135-7356-7051-9938-9210-10000-3311-2004-6914-2837-5276-2239-550-9715-2371-7105-9735-2484-2797-3548-9331-9842-299-9171-5834-7123-2903-7836--10001
47 57544.482 1863 10001-1510-9118-2183-831-2122-4316-6192-4878-3967-7327-5177-8854-265-1813-5597-4514-804-4177-9049-2003-1242-7933-2507-4412-5869-3681-1514-105-6146-2895-674-6428-4214-5168-601--10001
48 23535.580 1993 10001-1536-3070-747-1283-9894-9586-6133-4328-7814-5130-390-3369-6258-1343-2840-1038-470-6892-3619-4716-8409-9462-3630-8032-9499-9953-7549-4518-8298-2283-9119-3338-7772-385-3901-9089-6897-822-6250-4208-9847-1557-178--10001
49 55933.276 1961 10001-1565-8569-3071-314-7197-9130-4874-2146-3104-8178-2710-3780-9696-4654-6837-2913-5219-5534-9093-2755-4291-4103-3170-3452-4338-9001-3580-9485-7589-5252-8469-3090-794-1956-3368-7282-8793-1974-4831--10001
50 62235.929 1922 10001-1573-2808-2253-7871-7408-2626-7816-510-8604-4575-8417-194-5860-9403-269-8042-2542-9071-3535-5822-1150-5664-2780-1953-5550-4622-5726-7992-8272-3657-1174-202-5880-6554-1616-1812--10001
51 21913.618 1930 10001-1575-3498-8020-5629-2073-4044-530-4188-1249-8209-3241-5792-7445-6936-1548-2199-1282-634-3956-706-2535-1549-7072-288-4931-4795-9116-4248-8354-4397-8381-3329-4529-6760--10001
52 10210.388 1026 10001-1625-3988-8777-5769-3175-8200-9769-5897-4763-6053-9619-1220-9794-3905-772-7048-7973-4539-8087-1582-6273-493--10001
53 58132.627 1990 10001-1694-9733-8650-5289-50-8369-9995-2730-4832-838-2747-6166-5034-1042-2043-2802-2917-1376-3376-6690-1824-2460-5757-2836-1977-2151-253-2967-3218-7703-4007-6629-4611-9127-6995-1396-7186-976--10001
54 57794.811 1850 10001-1704-2236-5472-9304-5204-1757-8159-4351-8-2010-1265-6374-8129-3625-3970-4718-2187-5418-3883-5900-4624-1951-1288-7433-9592-4092-6356-2905-2667-4360-817-5826-4581-6753-301-2810-2354--10001
55 22592.969 1935 10001-1725-9667-7643-870-5328-9978-5137-4567-1156-7802-6239-8879-611-7225-9366-3174-2859-6819-3261-151-5879-2493-3075-9854-8458-8488-5667-8896-2928-9591-400-2087--10001
56 31696.399 1990 10001-1739-7779-9421-4242-8901-8643-4739-414-4031-3048-2352-1102-5236-3735-8664-2609-5918-8673-429-1008-4776-777-2750-7641-6390-2498-9452-5816-5662-4034-2338-2562-257-4724-1580-5661-6825-8355-8407--10001
57 40262.836 1911 10001-1778-6432-4327-7299-3503-2258-7986-9109-8011-2885-7743-5182-2033-2961-8096-5132-6504-3248-7955-778-7899-2133-5732-2217-1768-6592-4527-6360-3930-3731-6471-3616-5581-7954--10001
58 35249.307 1998 10001-1779-4618-4993-574-2698-5124-556-305-3981-5265-6410-5008-1881-7008-6628-8249-1092-7365-6031-7455-6795-4104-9724-9617-5142-1876-8198-1301-7923-770-9397-2316-3923-6740-8512-895-3816-3853-5501--10001
59 42556.866 1967 10001-1784-8527-7346-2387-1082-1689-4024-9813-2165-6128-7333-4788-1589-7516-6950-4304-7519-7487-6759-1254-5201-7343-3139-5086-387-1955-5523-675-6298-1164-4830-6971-9898-5641-7400-4488-5099-5959-2829--10001
60 24433.214 1947 10001-1809-9187-4691-7092-2407-6757-9020-4695-3845-9999-8923-9297-9227-8177-5658-9598-391-1508-4141-7761-2492-381-527-7419-1853-6013-735-7426-2831-2891-2101-2809-8525-7993--10001
61 13395.521 1784 10001-1839-9689-8935-9955-4580-7546-9919-5356-4994-2910-6697-466-3102-697-8790-9972-7718-1263-4744-2674-6399-5915-8748-1969-8151-4996-9224-7342-359-4308-3404--10001
62 11453.289 1851 10001-1849-9416-6460-3084-3557-4118-1526-9936-5486-618-4215-2329-6611-3141-9737-2442-3416-4112-4787-9673-1318-313-3448-9621-9553-9446-4088-5881-70-2904-6132-4616-7061-2629-1088--10001
63 39564.587 1893 10001-1867-773-7668-7555-8950-835-3067-9214-1277-8900-1474-942-6188-9382-5749-1535-2298-9823-9808-6476-6949-394-1211-4888-6253-345-4760-9493-2867-7615-3597-3110-75-3172-6118-3536-6774-341-4281-334-3124--10001
64 15336.628 1976 10001-1877-2850-4017-4598-727-3626-1899-4492-6634-3979-8379-4084-1674-1187-8483-4794-3783-3321-7853-7467-633-2308-1319-5565-9759-3414-5023-9194-7900-5839-5361-7255-2066-1518-2957-4129-9056-5901--10001
65 44090.367 1928 10001-1888-2148-4903-7218-9355-4900-9153-2181-8138-2983-910-3140-8797-1721-9270-1658-7183-3894-8321-7578-3955-415-4152-7605-3005-5861-8474-7856-3747-2072-566-1501-8515-5736-1497-7658-7395-5264-9267-5308--10001
66 22354.683 1959 10001-1924-74-5828-5927-2229-5455-7518-5031-9263-3914-9302-1649-4372-6791-3325-9469-6667-5731-6094-1302-6713-4381-4357-6574-5679-3430-2827-3584-972-6863-5025-6468-9340-7320-5696--10001
67 45324.200 1965 10001-1925-797-2731-3563-3730-2279-6270-3909-1979-5331-1494-5293-6972-403-6800-7805-4493-5739-8453-6576-2058-7423-8440-5288-6506-7212-1079-7527-8431-3238-2083-1770-8132-6659-141-5516-5585-8479--10001
68 58151.388 1936 10001-1932-5764-7116-398-2496-7345-5535-4899-192-8895-2303-5096-9525-7934-753-1484-4358-2788-6062-4571-3726-4054-1255-540-2365-5825-4070-4379-2971-4586-6472-1937-9601-2689-2794--10001
69 72578.599 1983 10001-1995-1667-5126-3995-5159-336-3840-8943-8800-7043-9871-4415-3678-8499-8517-6656-723-6669-1023-8496-2745-3287-4361-9550-2030-6445-9768-5385-5281-6437-9800-8335-6818-1505-392-2097-5961-5235-173-3646-9478-1698--10001
70 57903.915 1475 10001-2008-4905-8511-4277-296-3015-3515-4659-2403-5279-6996-6992-7918-5980-2670-8261-2332-7190-7301-7475-6906-6219-8061--10001
71 20120.705 1826 10001-2053-271-9073-6724-2006-5587-6217-6920-1184-2314-9509-4735-1487-2194-2653-9326-7238-8181-9572-3881-1611-5925-72-5554-9398-7991-4309-967--10001
72 23336.209 1773 10001-2074-1204-4956-6317-2908-6918-6887-981-7576-2970-9738-6963-6105-9975-2047-1551-7640-3786-4906-7941-3302-6278-8187-8331-7029-7911-166-1631-1831-9439-5378-5216-7182-1294-6135-5582-9630--10001
73 11340.054 1543 10001-2139-1134-9059-4965-3532-7207-3271-1441-7939-6028-1802-4010-4356-4179-5671-4964-1370-2227-7338-3990-4985-3168-6453-9348-5983-9195-1050-1533-8776-8122-3426-6672--10001
74 26522.840 1246 10001-2220-8729-8844-8897-9284-2155-7566-9046-1762-7254-1690-9487-8253-9789-6644-5388-3701-2160-7838-7792-9963-6842-2646-6325--10001
75 19719.204 1411 10001-2260-27-3773-546-4454-272-8433-8397-268-2485-6514-3502-3253-2655-1923-9271-8158-8165-5093-8207--10001
76 17304.737 1636 10001-2269-5002-6347-8973-9081-6456-1686-1916-1597-8311-2347-8359-4643-5052-3831-741-9942-283-153-7337-4512-580-6535-2851-622-5580-247-627-7420-8265-4997-1688-6662-9515-4987-9177-1733-2749-5306-7896--10001
77 31632.075 1202 10001-2273-5890-4901-5138-3400-7591-1647-999-2921-945-4221-1513-3306-8076-3343-4981-685-5803-6676-3826-7541-6948-8653-2528--10001
78 39155.364 1955 10001-2325-2054-7026-4138-1070-9325-4163-534-995-4825-662-9085-6283-6743-9695-2786-1816-7631-8089-4156-1438-9289-4280-2518-4590-1668-2065-2959-1033-1455-6853-762-5632-5909-7666-6521--10001
79 15080.323 1921 10001-2508-6849-1714-2357-1116-1443-142-2007-7765-9652-7-461-801-4400-1751-8507-6076-5578-1883-7997-5589-1244-2428-7264-3244-5889-985-8105-5672-3387-2582--10001
80 43394.242 1995 10001-2512-3738-9369-597-9716-99-6648-2724-7947-3422-3157-2402-6988-4635-4108-1047-7708-5562-4-1707-7505-3088-7205-803-6552-471-130-5344-1189-9688-3397-1421--10001
81 46692.429 1857 10001-2551-7091-6799-7119-6082-2811-8780-5648-9886-1097-4495-1608-3904-8781-367-7249-2225-5392-7016-3539-9645-9815-5282-15-7355-1178-4289-3226-755-7300-9970-6510-2956-7322--10001
82 26773.345 1985 10001-2580-8816-562-2285-1746-1729-3863-3453-5487-7266-7834-5954-8915-8225-9758-3029-144-8763-5166-9178-5776-8674-8396-7595-4639-8637-2351-197-3424-2037-426-4164-7488-5299-467-9670-7904-8960-4554-4132-9837--10001
83 39179.836 1989 10001-2621-8174-6025-3407-535-2523-7025-4244-3775-9662-1232-7017-4145-3020-6734-2625-4742-9379-6026-1316-1194-9501-7935-6751-3700-9301-5903-5439-3838-7798-9275-6349-1286-1723-6490-2163-6929-8519-3647-7801-4968-1794-2032-4167-3762-8680-7612-9026-1010-7556--10001
84 45211.010 1984 10001-2623-3059-3423-9293-3513-2677-7550-8054-1166-4642-4320-9880-1870-8426-8738-3851-374-7109-882-9004-4779-2669-1029-9646-1815-6184-7360-7756-6457-6832-7253-2190-4050-9679-6309-9627-5164-2198-6204-5401--10001
85 23569.390 1994 10001-2634-3449-1107-5549-2434-9864-3523-4136-5997-4183-5929-6807-5300-8464-3504-9163-4880-2931-4157-8939-520-5873-5994-2515-4186-9750-6904-5150-2702-8046-9658-1875-1172-9664-3547--10001
86 32035.932 1967 10001-2641-2020-3198-3003-7652-295-4801-8829-7163-3693-2800-8644-1327-9344-8562-6497-5854-125-9021-5280-3147-4349-4913-8374-4651-3182-5155-8819-1142-4368-851-2170--10001
87 17444.007 1884 10001-2659-6438-9286-2396-1624-4523-557-605-6792-1752-7166-2652-2748-6426-7774-1081-8557-4284-5882-2940-7018-6517-805-876-6452-3944-6525-1337-5061-255-5699-1410-5140--10001
88 25282.294 1999 10001-2666-5231-8524-5780-8428-8768-5551-965-591-2080-8860-908-168-8098-4192-827-207-2025-7305-5506-2182-924-4764-5642-9797-952-2130-2206-8893-3716-2204-6486-412-3658-6463-3599-3219-7672--10001
89 50069.600 1975 10001-2729-8059-5536-3492-8752-5526-1895-4377-6955-7655-282-6640-5181-7872-1186-7721-7630-1098-78-7614-8540-9885-9461-5743-6967-1130-8420-7383-1209-7786-7413-38-2478-5693-9480-4364-6816-8711-1554-9505-1212--10001
90 54666.057 1995 10001-2806-5211-629-3310-2379-7920-812-8301-7528-9062-9381-9324-4814-7590-647-966-1617-1131-6474-1496-1475-6649-5075-6783-6011-991-4265-2603-7203-7044-5426-3049-5066-6175-6852-6371-6485-7949-4698--10001
91 20835.453 1991 10001-2830-3805-6365-656-216-7827-9997-2628-9241-7536-181-9868-3131-6363-4960-4505-4705-2980-7335-122-7296-3316-8727-5722-2272-6673-6732-4577-1777-7425-9232-4135-5907-6572-6729-9821-8044-8168-1349-9133--10001
92 11752.329 1496 10001-2853-6341-742-2929-2346-6861-2337-2608-2312-1673-478-3053-1653-6658-145-4545-41-8883-1264-6898-4689-4102-9258-853-6622-1795--10001
93 28364.416 1992 10001-2857-158-1610-5683-7586-5920-1747-5476-6018-64-9757-3137-5617-1632-7179-7490-5085-1228-7618-1656-8757-6063-2773-9569-1527-3482-5010-3474-4278-4256-6137-4178-4414-1550-6526-3384-5910-8636-8395-7907--10001
94 31821.617 1938 10001-2992-2135-2657-4370-8271-4507-5272-4169-6403-2717-9593-7141-7912-5195-9261-536-8724-2907-6951-7682-9473-7944-2286-112-5060-1357-929-3772-9762-1530-9417-2933-3587-5106-6746-9891-4783-4452-4513-5222-786-7202-3381--10001
95 18568.278 1889 10001-2993-7273-9128-7970-694-9307-4307-8538-6606-7432-1243-8256-7219-6814-8953-9050-401-6494-5814-8016-7031-653-6301-1400-2588-9708-683-3243-2844--10001
96 38895.623 1993 10001-3025-5972-9315-1287-4200-7363-8103-2557-2392-210-3745-6687-7083-4929-1726-155-2215-9977-6829-228-9497-8804-2960-8817-4693-91-6183-4730-7822-1118-262-5965-3685-8798-5056-4578-103-2143-1032-337-8971-6242-2178-9973-806-1104-1781--10001
97 37200.254 1998 10001-3099-2427-9295-8662-4306-6588-9705-9064-8965-2059-4113-9264-4393-8826-815-5446-9771-4999-3132-5941-9080-2647-9353-477-2705-6650-5395-5449-8164-3798-5464-1604-8621-596-3637-5316-9859-8822-760--10001
98 32258.051 1652 10001-3161-9685-9699-1681-8581-8654-587-8116-1836-1991-1449-6104-7110-8539-3882-1744-607-3445-5992-3060-5799-8836-6703-7639-9016-147-5721-6288-5751--10001
99 34668.473 1922 10001-3215-6113-834-5359-866-6942-4644-3065-7274-4509-2399-7532-5845-4759-3578-903-7295-6232-7459-5717-4220-6140-4468-7689-4236-2687-5343-4365-7622-1854-4853-1858-6844-2541-436-6424--10001
100 42732.711 1968 10001-3222-8886-8072-2619-1022-974-9084-8180-1037-5212-5484-4753-614-3899-129-1140-1342-5335-6755-7700-3372-5567-5419-7893-7149-6908-6333-4770-5309-1989-9465-8083-2369-782-7422-841--10001
101 31384.498 479 10001-3245-7932-9950-1911-5937-8338-239-6182-4701-615--10001
102 57702.760 1994 10001-3259-5507-6469-6459-1728-8855-3275-1072-901-623-3665-5007-9120-1600-3383-3662-2612-2954-2577-4608-3833-224-1489-8910-6348-9018-549-516-2380-347-889-4263-9102-3847-7359-6200-9610-7280--10001
103 32530.613 1546 10001-3269-9706-8933-2321-9635-468-2267-5207-8543-8333-7329-8196-5754-1133-3374-8863-5643-9107-3652-4957-5078-60-2342-5466--10001
104 41558.044 1948 10001-3285-9547-8805-3441-6361-3364-5533-8050-6417-9722-5707-2636-357-4428-4166-5101-2106-4826-3857-1044-333-5087-5936-9333-625-1426-1699-6345-8739-8648-1662-1151-8386-9682-7604-867-8970--10001
105 48847.195 1991 10001-3347-4962-3242-4561-3040-4142-5932-9604-4806-2162-3180-4934-2226-5294-4482-5203-8945-8554-1124-8665-1968-240-6840-84-6340-1948-6206-6736-5630-9372-6579-8450-8282-8493-7823-365-3994-5103-8549-320--10001
106 33033.520 1976 10001-3514-8107-2978-2203-3045-8869-4555-715-4602-9399-1645-3529-5192-1669-2848-8375-7950-5186-7049-840-8606-988-310-5262-250-378-9010-8263-6559-7143-5223-1731-5953-9328-8847-321-2110-888--10001
107 48494.671 1999 10001-3541-1722-8008-325-5030-2318-2555-1198-2691-9599-8786-6335-8690-6037-2617-5383-5684-1020-2265-2517-8077-4267-3691-9437-1671-3656-21-3576-9833-6965-1659-5238-2618-6524-1471-3181-9250-5467-1606-7291-9112-2935--10001
108 23044.277 1961 10001-3598-437-4123-5224-5104-118-2464-3856-8259-1766-2388-4593-9314-5354-3596-7390-2713-8447-7370-7860-6548-3148-9743-2590-6932-9392-1715-3434-2801-4551-7068-9468-8675-6778-8509-3352-7364-8399-7813--10001
109 37710.900 1676 10001-3601-4833-1910-4194-7927-4669-6549-3318-5244-8533-5902-8230-1240-9413-4431-8894-4272-9087-6019-9773-7671-5735-4504-2720-3431-4038-6764-4355-6237-7998-1346-6827-4295-4854--10001
110 26132.660 1996 10001-3603-4384-6377-8561-9104-586-23-7990-8260-9536-7842-8843-7727-8437-4548-9186-2353-5870-3872-8594-9863-5532-8802-854-5255-3808-3468-6354-5149-7199-1507--10001
111 16222.184 1957 10001-3622-6077-593-9233-8415-196-9809-6776-8634-3283-2171-6546-225-738-5111-7096-5234-7698-2598-3491-5260-3358-6296-7675-5574-5573-6368-4671-3976-8716-2791-4245-2104-9197-460-1587-4116--10001
112 11330.881 1224 10001-3649-7271-919-8866-1278-8172-885-487-9220-4846-3017-6824-5094-1811-7800-8113-9201-1521-7151-411--10001
113 6391.052 837 10001-3692-2070-3512-5964-6935-2868-4064-1642-5948-7888-8567-1700-6173-4682-9935-1755-3194--10001
114 22537.209 1929 10001-3704-4606-6657-6977-4761-2420-4318-9776-2718-1577-7466-5847-8012-9411-7237-5033-7783-2799-7870-6986-3291-7464-2107-6260-7281-7494-298-8874-4898-9718-6684-6180-6074-7106-8365--10001
115 38166.135 2000 10001-3714-8617-2989-4203-4503-3776-571-1121-7140-5077-222-4553-4762-4686-1756-6196-4584-77-6664-3179-7074-4421-2259-4865-1887-3806-1545-6953-7160-4647-8661-8810-291-440-8586-1732-6123-7380-7976-7645-2678-2341--10001
116 42088.630 1954 10001-3804-3185-2700-2257-6310-5485-4702-7442-2019-9513-1926-1428-4784-1250-2095-8296-6350-6580-7272-1942-4595-9249-6020-2304-4481-3624-8880-6405-9587-9311-3690-5070-3911-3655-5490-2873-5399--10001
117 23092.323 1968 10001-3809-4074-3257-4205-7760-6093-7127-5122-9878-108-472-3193-946-7297-4827-7027-8858-9951-1620-1355-4743-781-2760-4953-4149-9075-6562-3207-3443-3234-8744-7371-9182-8212--10001
