total_number_routes=169
total_route_len=6052084.205
#rnum #length #load #depot-#customers-#customers-...-#customers-#depot
11 30869.110 1879 6001-517-3750-2294-521-2048-1350-997-3036-3504-1993-1629-4152-3505-4928-3469-2743-4595-3121-3059-4892-3118-5899-159-3095-3028-1893-1967-1818-2364-961-3260-870-3602-4263-5391--6001
12 32202.599 1955 6001-536-942-2834-2332-1395-4507-4049-2655-1276-4433-3347-4220-4821-4812-834-5588-744-344-2502-1263-3090-1625-1896-32-5680-757-4204-653-5347-2159-22-5849-4064-1889-3184--6001
13 76461.035 1963 6001-705-1878-4691-5667-2399-1384-5146-5887-3456-2271-459-241-5671-2449-1364-5853-1828-3206-3120-671-5136-4195-4737-3077-5138-2391-1870-802-1089-1662-47-4504-3264-1032-5225-5408-4923-5459--6001
14 18005.607 1977 6001-724-384-150-5543-4419-2735-173-3927-5940-538-4761-4574-4385-2545-2504-13-2166-3353-918-4014-1633-4808-1037-4130-2200-4527-2498-2607-4511-3091-272-2527-3636-1931-2261-2046--6001
15 47913.007 1983 6001-743-1971-3982-5276-3786-64-4476-3817-1057-5684-3986-2038-3427-4194-2671-4085-4331-3563-4335-2883-1289-5776-657-663-1505-3240-765-824-5415-5506-208-4872-3865-2097-1642-1043-4226-1615-3187-3828-5152-2033-3462--6001
16 18731.476 1990 6001-881-2380-2155-5974-1326-1922-2319-4665-4578-3646-5175-5560-155-4102-4704-2536-3904-5267-3411-5017-40-4378-4903-3905-4759-274-2296-4250-2747-3848-5298-5034-5606-5738-3134--6001
17 18104.390 1409 6001-931-3538-4404-1267-1988-3508-243-2618-2784-3278-1991-3595-3452-2015-3224-1888-4749-5093-1740-5828-400-442-1152-5871-827-3956-5894-2218-76-716-395--6001
18 54870.722 2000 6001-932-310-4459-267-1573-2273-3800-1480-673-1836-4438-954-3072-3503-3056-3477-125-531-3239-4993-1185-5209-4093-2127-2516-1557-4358-5652-1024-4996-403-2596-1498-2493-1202-695-3908-1282-1120-3150--6001
19 59017.664 1989 6001-1062-5880-4652-3169-5283-3051-1705-650-5369-4723-1475-646-3023-532-329-2282-5016-754-5904-3267-4303-728-847-4321-2879-2105-4922-1756-2786-5519-2964-3984-2164-2601-3741-2386--6001
20 36555.396 1974 6001-1102-4193-1852-131-2926-2980-4298-3425-3018-3047-1523-4735-2431-182-2269-5765-1091-2696-1737-5262-4482-4205-1273-5914-615-401-5688-5001-1257-792-1082-1324-2291-3437-3557-5375-3244-5589-3108--6001
21 16550.838 1860 6001-1114-4844-5200-4343-5465-5088-764-264-930-3695-935-1543-2513-2846-1784-3536-1397-5201-16-1254-4320-1858-2354-1401-336-2578-3795-1587-3179-692-5729-4178-4849-4293--6001
22 48255.100 1940 6001-1138-3734-596-4332-194-1785-5875-178-1325-3116-766-5962-4788-5270-5938-3501-30-1596-2193-2161-4018-4724-5787-1198-413-3369-5868-4024-2919-2643-3592-775-1286-645-4882-5949-3720-1776-2929-1806-3300--6001
23 44952.572 1967 6001-1149-4955-2847-331-2400-5241-3855-2436-758-4743-4432-1280-4596-694-5640-5975-4151-2144-5882-5884-3903-3522-740-5433-435-3668-4445-1808-4117-311-2411-4601-5913-2577-1322-5576-1425-4631-5769-1068-3276--6001
24 60293.173 1987 6001-1213-2472-1530-5825-1951-2676-5307-4401-2425-2352-2514-1233-1834-445-2791-4551-5681-1373-3755-4369-3836-5333-5161-2893-998-1472-617-5272-4936-86-1661-3005-4650-4439-1823-4500-3942-4307-1709-430-4040-3194-2959--6001
25 21035.989 1987 6001-1327-3753-1603-682-1161-2674-5339-1545-505-480-4825-1050-3302-393-5312-681-4184-953-3063-5539-1862-3874-936-2913-5125-1312-620-873-1874-2631-484-2615-2327-4876-4693-3071-3320-3365-31-177-5877-2374--6001
26 36856.564 1979 6001-1367-5431-2259-2376-5420-1758-5285-251-2971-1416-1482-832-717-5354-5978-2315-457-2752-5709-2668-1044-3303-2109-4234-541-3790-2408-5043-5526-683-2951-2658-5967-380-5994--6001
27 33063.512 1806 6001-1388-4908-37-1183-697-2574-1323-3190-3380-1668-2954-4147-4428-652-1927-1290-39-2073-3875-108-2806-5718-3350-2610-4255-2227-3432-2117-944-3899-1925-3512-1788-4082-776--6001
28 13954.376 1863 6001-1399-4939-750-1660-3143-5321-2267-209-2152-1631-5537-1249-2691-2598-3453-983-1447-5879-5946-553-4612-5613-5268-355-5047-387-2353-658-1975--6001
29 34896.937 1877 6001-1412-4548-5958-867-1219-5414-4094-5463-1800-2798-5752-5118-4852-4299-3346-4695-642-1685-2383-5142-3287-1400-1707-5531-3623-5342-4904-4161-3949-3327-3506-3566-5394-2813-462-2727--6001
30 27568.750 1771 6001-1434-4-1283-2544-4397-1974-5374-1237-5694-2016-87-2147-5758-473-2215-2265-2160-3191-3923-2108-904-2760-5284-2221-4503-5698-1206-5033-1337-2390-4508-994-5953--6001
31 55597.235 1968 6001-1450-5179-2965-1608-4468-3031-1095-4675-5112-4768-1476-2323-4236-3630-2401-1000-2336-83-1140-1093-2388-1794-3647-5012-3884-2682-2914-1655-1906-4933-2997-3439-586-4233-3182-142-2466-5144-1864-4604-1092-970-1012--6001
32 45416.394 1477 6001-1467-1160-5177-4374-1113-1854-5858-2313-4656-2817-2079-3478-4441-2433-5447-4706-1789-5544-593-3019-5440-3454-1181-2749-689-426-488-3263-2569-2542-2876--6001
33 15506.321 914 6001-1509-3888-5808-4471-5552-5985-1827-4181-1622-3830-308-198-4591-2667-5674-1359-1518-1406--6001
34 17435.311 1895 6001-1612-1201-5132-5110-3604-806-18-1020-5565-2877-8-3724-3064-1297-5635-1562-1553-5676-1797-5874-2171-4953-4028-3336-763-3362-440-665-5928-946-963-3325--6001
35 41009.684 1951 6001-1649-5608-2453-2176-5393-3657-4171-3672-4629-1207-1626-2382-4710-3832-1422-3339-1563-5668-3101-3978-506-3758-1449-654-5815-4413-4838-1441-394-3682-4339-2915-1673--6001
36 47235.712 1871 6001-1654-5763-2935-2889-1539-3409-1259-4349-3792-1504-816-5513-5031-4284-770-5469-361-2839-2278-5822-1568-2496-1444-1353-3793-526-4096-3534-1733-5631-3916-118-1618-4421-2823--6001
37 33706.821 1367 6001-1678-392-1361-2148-4323-4784-3981-1658-4383-2072-4285-4498-4748-1783-20-3703-2441-985-5101-5-1046-2111-3603--6001
38 32225.486 1534 6001-1725-2450-2053-3723-850-883-5662-1184-284-1866-4269-1019-4963-1039-5156-4357-1869-2150-3739-2902-4119-4635-3782-3481-486-4112-4910-4006--6001
39 33333.846 1940 6001-1747-3402-5845-5839-726-853-1838-4493-2535-1701-4129-895-5129-3959-192-880-3163-2933-5454-5341-4960-1463-4061-3284-496-597-5990-638-3944-4593-4167-563-3319-1418-2957-1637-5840--6001
40 25321.370 831 6001-1774-2705-3895-1761-306-4510-1381-1960-1987-2567-3841-2500-5486-956-2564--6001
41 43939.420 1884 6001-1819-779-660-5584-3759-5227-4627-4095-4888-4488-2898-273-5943-3421-1368-865-352-2862-4154-1307-1389-1459-4463-3812-317-2306-239-2870-5695-605-4688-2744-169-242-43-2921-3622-1132-429-1055-4634-5004-934-4472-1435-630-778-502--6001
42 14758.966 1848 6001-1851-3746-2849-5204-2136-635-3773-2445-2774-4681-3625-1714-4947-236-4999-5639-409-1942-4959-3593-3273-4029-4133-2396-4417-4238-780-1676-5303-4995-3520-91--6001
43 27988.983 1952 6001-1915-2288-4575-5804-437-5250-5573-5187-2057-4700-5713-407-854-5081-3901-2993-4127-2805-1972-5648-2831-855-3742-1086-4395-3796-3400-1360-1937-3705-165-2122-2811--6001
44 21107.894 1957 6001-1933-2952-4225-4796-1994-4150-3424-2808-2529-4306-1296-3447-1520-1964-74-1767-1239-3280-3754-1720-991-2869-5442-1354-2473-3408-5933-5664-5581-4835-5747-3288-2407-3969-1071-2052--6001
45 33947.755 1912 6001-1935-3294-2366-2621-2677-3359-2087-3390-636-2272-677-1101-4442-1116-3271-2549-3762-1718-4857-327-4105-568-869-1189-5521-5149-4312-1243-4816-3231-736-5407-1912-704-3587-2873-771-2220-729-3171--6001
46 64327.714 1990 6001-2007-136-1332-2305-1667-4968-4070-1423-4792-2142-2600-2787-1139-4020-629-5809-5451-2522-3629-986-696-466-2175-2042-4141-2773-460-3112-3196-2943-1899-3906-1349-1528-3693-2264-438-3641-448-4580-4480-508-3109-238--6001
47 41281.598 1960 6001-2060-1730-3802-1352-5032-2648-1106-3789-3523-5979-166-5598-4746-3718-2446-1917-3429-4393-1210-2995-862-4483-4699-5703-1166-5551-1173-2403-4054-877-4817-1292-2232-2686--6001
48 29915.528 1994 6001-2068-5054-3027-3513-4863-3180-1694-2733-322-2321-4297-201-5955-5304-2924-5742-5503-5802-360-2251-3676-5145-1786-2989-2011-270-1029-5799-5911-160-2899-863-2715-126-4118-2624-2629--6001
49 40303.563 1016 6001-2083-5523-5214-5024-3771-5951-5325-130-3361-4569-3772-1246-5727-707-2499-3011-3752-1764--6001
50 26079.833 1989 6001-2084-489-4425-2349-4004-4137-3332-3819-3876-4043-1687-4360-1679-3684-1891-1973-4241-5941-835-2511-2368-613-882-3268-2659-5424-300-2803-4484-1731-5003-3716-3156-2076-4729-1049--6001
51 58457.809 1998 6001-2112-5770-4535-1054-4257-335-2247-5617-1232-3395-1745-639-2151-843-4906-1440-544-4767-2842-2579-2432-2589-962-2693-3614-1345-1002-1717-248-2824-4858-995-5036-5890-4148-5301-3941-1404-3044-923-1490-1771-33-1355--6001
52 16374.697 1086 6001-2154-2217-222-3711-5413-1469-1613-4905-3938-2825-4316-3061-3004-4382-2880-19-373-1010-1674-5926--6001
53 28475.918 1093 6001-2158-1570-5646-5259-4948-5048-1358-1059-1081-4021-876-3450-1719-5084-5130-609-6-3738-2125-1224-5625-3165--6001
54 69422.241 1997 6001-2195-2793-3735-4362-901-5198-4891-4790-4022-2525-1913-2058-3416-3216-1366-5429-4707-3226-2004-4669-4855-2627-146-406-747-2214-5263-1711-2532-281-4324-1491-4915-1894-5103-4803-4680-1235-565-3328-89--6001
55 28466.431 1969 6001-2210-559-5082-1775-5067-2673-5948-4985-5827-3596-4839-3168-524-1306-3799-5390-1963-1122-1514-4237-5532-5778-1847-3699-5725-5171-5545-5063-3829-4267-2279-3374-1342-5436-63-3032-2312-2765-3089-2372--6001
56 30500.172 1997 6001-2211-2467-3465-604-4705-2731-960-1176-4860-4946-3527-2413-1035-2201-2347-4496-2367-887-3199-4317-5818-4557-5982-2583-979-2177-3471-328-2758-235-5009-4685-1844-3154-1692-3671-3251-3314-591-3605-4016--6001
57 50048.077 1958 6001-2223-309-809-4081-1190-4314-1426-307-492-5988-1702-2551-1564-4961-580-3414-3487-3997-3950-4074-5282-3049-494-4451-420-5197-898-1724-3104-1592-1380-3212-5023-2768-2647-1693-1601-3620-1319-3825-5116--6001
58 45774.013 1930 6001-2228-347-3818-289-5388-2561-1519-4246-1474-982-4611-760-2829-3661-5622-3893-2439-4333-472-1069-2872-2348-1107-2978-67-4525-4584-1921-3642-745-5700-1984--6001
59 40764.443 1957 6001-2248-2421-246-97-5535-662-1777-2775-951-4047-4017-4497-1492-680-1598-1811-3111-3243-2362-5455-461-5630-2526-621-921-2241-4007-3372-2199-4416-3083-1026-3745-3894-2009-3885-4683-3960-5574--6001
60 6333.744 771 6001-2275-49-4408-1602-5400-1136-2888-4689-5721-2235-812-5980-3761-735--6001
61 44396.629 1914 6001-2334-2064-4159-1466-509-5991-628-4804-3889-4958-2556-4989-338-688-5618-1084-5920-2531-3897-3813-4359-1214-4055-5939-2246-3301-479-3574-2268-1837-5123-4785-3655-5089-1196-5666-1953-5203-2059-2474-2700--6001
62 39583.610 1996 6001-2492-5186-5578-4734-4396-1778-2106-2034-391-4536-2443-1732-1278-2119-670-659-158-3547-2788-2662-3329-227-4162-4717-791-5577-2826-910-5189-3939-1653-2302-3388-4244--6001
63 29029.169 1935 6001-2571-326-2398-727-2387-1748-2444-386-5649-143-5937-1863-4648-3396-3149-5568-1617-2509-5619-634-1842-4918-5218-5917-5119-2438-212-4188-3250-3136-3634-4131-5659-224-2081-4092-358-2838-1938-2003-566--6001
64 37720.770 1722 6001-2590-543-3485-2925-12-4409-3775-5049-2286-787-753-5661-4427-341-3729-4641-5836-4886-1812-2395-3548-2730-2002-976-424-5327-2402-1589-3215-1269-4434-490-1998-9--6001
65 5843.021 788 6001-2642-2208-1805-1920-5216-1103-1882-5115-1604-3261-4949-3980-4084--6001
66 30404.569 1962 6001-2767-3626-2026-5798-1028-497-148-2503-1835-418-1098-5686-3470-102-5956-3084-1726-4327-5692-4798-1976-2903-99-5100-4877-4547-474-444-3238-3295-3062-860-5060-3585-1478-4398--6001
67 26965.341 1994 6001-2776-2455-4845-2184-3824-504-5864-5964-1096-5687-1600-2121-286-1285-1558-5878-2202-3211-5097-2595-4386-5586-4720-5252-3269-4200-3382-3816-450-2207-2231-1501-4363-5322-4586-4431-3707-919--6001
68 22205.249 1984 6001-2778-1391-288-3788-1632-2373-5277-3920-3554-1561-3697-1751-759-3307-3175-5058-3951-1965-1279-3896-172-4214-1141-3807-2875-1636-2256-5843-4414-5590-1554-5444-4730-2423-2379-1820-2414-4492--6001
69 32337.131 1967 6001-2810-2311-4992-4951-5751-4615-4033-4491-1826-1085-2475-3142-4224-2394-1392-783-5039-1824-4456-3046-5701-3236-3578-2304-436-857-129-3495-4400-255-978-4694-4771--6001
70 61327.292 1804 6001-2816-5135-1217-4208-3559-2222-3070-1704-4521-1437-4114-4883-5050-5525-1762-1752-4388-1405-315-1041-4063-1950-3370-2853-3114-5883-2725-4837-3837-1245-3491-4831-5834-3088-4745-332-4944-5350-249-3713-2782-1272--6001
71 28788.610 1841 6001-2855-2597-5155-3918-4083-163-88-2185-2999-1644-4048-5856-5456-3970-2039-1646-1877-5460-5418-5897-5852-920-2948-1879-1470-2204-2124-560-709-4797-3852--6001
72 11259.834 872 6001-2918-1403-5404-96-686-5480-1716-2476-5059-4281-1047-4814-3293-4716-552-4221--6001
73 13658.831 1646 6001-2937-4387-669-1218-493-3377-5699-477-3418-679-1923-1025-389-470-2820-2307-5816-4045-1174-2850-469-4962-292-507-1497-5968-4206--6001
74 65923.561 1978 6001-2962-2361-5154-5076-5370-4559-1664-2510-5579-5137-349-4392-2566-4183-4980-562-2131-3137-4457-5923-4972-949-4044-927-23-571-4632-878-1556-5005-2867-41-5479-2832-5844-66-2814-3887-4664-2129-5355-145-3257-3245--6001
75 20924.480 1743 6001-2969-1595-3016-5548-402-1369-3483-455-2086-4262-3248-2088-5105-5409-5373-3610-1803-2716-2041-5583-271-5432-377-1066-4994-2350-2729-3-5821-1320-3946-410-4218-2257-5419-2000-1515-3679--6001
76 26136.473 1617 6001-2976-4594-578-4893-5417-5489-1017-2800-2904-3068-846-1074-3310-785-4134-4086-5942-2711-2687-2238-206-2146-2660-265-992-2233-5604-1985-693-3305--6001
77 51299.627 1991 6001-2996-2856-5160-5467-2894-5691-2180-1713-5859-1188-1130-550-5473-713-661-3262-3857-5591-2812-530-1666-3651-4703-2480-2991-1155-3731-1365-5508-2707-1641-2314-5572-1457-1431-5650-5657-2139-1073-1265-527-905-4180--6001
78 26563.077 1988 6001-3021-453-1171-5111-4924-2928-848-3678-1451-1007-719-3854-5079-1936-458-4060-4851-2419-1663-4777-5786-975-3100-4478-1628-3726-1597-4644-1148-167-321--6001
79 36742.699 1994 6001-3098-3249-1387-2746-3006-2047-5690-915-5759-1371-432-3012-3381-5903-5777-5345-4538-325-3202-2882-3285-1156-3351-2005-3952-2714-879-1316-971-3712-5512--6001
80 44267.122 1998 6001-3128-5812-5872-616-4894-4682-2266-5999-4568-3075-2174-4515-3769-1266-3442-5629-503-1487-1135-3617-4843-3638-2135-523-1471-3839-5398-5260-3781-2896-4753-483-3296-782-3667-5895-3358-4847-345-4179-2435--6001
81 37772.699 1991 6001-3164-5693-3205-2547-3015-3383-2573-5291-698-1885-2565-277-4215-5371-4674-2006-801-4555-842-3616-3009-5493-5046-4325-1996-468-1485-929-2070-5395-357-1934-5791-5819-1591-892-1535-2426--6001
82 30351.752 1949 6001-3172-35-3433-5292-4023-647-250-3628-4073-3496-218-115-774-1790-1484-2298-4965-5271-1378-5360-2460-4651-3460-3545-1706-1376-3760-2723-1021-5163-3770-2699-2874-1537-5848-2728-2981-4582-2622--6001
83 34246.865 1986 6001-3185-3480-5516-2192-5803-4103-4606-501-2330-4531-4867-5183-1417-3831-1607-601-399-4661-3371-4900-5811-3518-823-5781-5530-3029-3130-4132-5094-5124-3867-4197-5224-1268-2517-304-1980-3207-3167-4889-5207-820-5993-4607-5305--6001
84 73782.199 1972 6001-3322-2345-3034-3842-36-3600-3282-1445-3709-5007-2001-1430-58-3594-4868-3525-3126-700-2134-5886-5035-5464-4542-2187-5697-278-4802-3929-4793-1303-3445-333-2745-3648-640-5885-4275-5614-499-3014-4245-3386-4198-4775-71--6001
85 43295.031 1984 6001-3330-3987-2722-4136-2821-5157-1145-5266-1544-433-4013-5795-924-1755-1340-3246-5170-1766-2359-3975-4940-1111-5824-4223-2950-4256-3277-5425-5702-5696-1411-2739-5134-293-1825-5960-3057-4576-5356-186--6001
86 20961.505 1988 6001-3340-2283-4437-1042-3080-2663-1905-4919-3177-674-5133-4573-2528-2712-1458-3747-2216-3963-441-3911-4290-2253-1855-2559-287-4727-540-3892-4778-3947-2852-1910-3228-547-4125-3389--6001
87 48135.715 1023 6001-3343-990-72-1999-379-2014-78-4286-1009-3013-3763-4554-4608-2698-587-3936-2865-5562-3961-297-179--6001
88 34809.204 1908 6001-3357-5679-4619-643-176-2975-4581-3286-584-2378-4104-3461-3990-1780-4534-4240-3701-3569-4487-5907-5244-3989-5842-3993-21-61-4572-3152-3954-4822-3270-4757-2363-4719-5570-4090-5511--6001
89 15865.937 1962 6001-3387-133-2342-737-2512-3971-3663-84-69-3591-2794-1446-4692-2024-2840-993-4270-2828-3863-1810-4235-4738-841-5797-3575-5044-5869-1829-3472-3318-128-3551-525-3225-4172-3930-184--6001
90 47046.309 1602 6001-3444-3555-5368-3376-4673-3039-1453-5070-4405-1898-104-817-3493-4128-4410-183-5316-3700-3259-1846-5854-3440-2224-385-53-4334-2338-1681-1614-1238-2197--6001
91 16966.244 1733 6001-3464-5382-2920-5860-3621-3405-226-3926-1502-2328-4982-5801-2326-1063-4088-334-3560-4455-641-151-4890-1513-3289-4403-5637-3058-5832-600-5792-2665-1247-1815-619-2977-1357-5971--6001
92 40998.097 1255 6001-3486-813-2661-5139-5143-833-343-5517-1119-4937-1551-1946-945-3234-1897-5109-5188-1438-3553-3232-896-4212--6001
93 40765.832 1825 6001-3542-632-633-1477-45-2638-1992-1727-5362-5334-2759-3809-5952-3670-5912-5194-2406-4375-3415-1333-5343-2115-4529-2972-4365-1802-144-70-2487-2987-356-522-3497-2963-4621-1464-5528--6001
94 24882.330 1864 6001-3570-3326-191-1699-1606-5541-1015-3673-1027-5712-3879-5383-4189-1275-4986-5056-48-1253-2482-3140-2611-1930-5030-5547-1061-4247-4552-1801-3543-2281-3550-3459-4182-5329-4035-5615-2417-4550-4173--6001
95 39335.966 1781 6001-3612-1798-4807-4846-2447-5984-2864-3933-825-4722-4415-2709-5915-3710-396-2669-4100-3355-631-3413-4942-5594-1293-5256-4540-2697-2818-3652-2718-2836-575--6001
96 18488.036 1781 6001-3632-2562-215-3473-4229-4296-3292-2563-5011-1137-3135-1448-3627-1284-4490-2448-3748-1172-3919-2837-4834-1177-5471-4543-1317-690-4448-119-1926-3691-3797-2091-533-1179-4517-5930-4702--6001
97 32150.951 1903 6001-3685-2984-2646-4423-4853-989-5906-1616-3457-2543-1795-4261-4097-449-1144-925-4347-5954-3803-3776-583-980-5557-4469-516-4364-1351-2741-3529-5330-2370-5147-4975-5542-339-1--6001
98 17993.418 1600 6001-3686-2783-3674-5753-889-4653-5045-4163-2481-1639-1640-4079-4725-1495-4003-4583-2710-2225-2851-1180-1908-1861-4709-1770-4708-4461-5580-2619-3492-68-1813--6001
99 49623.371 1869 6001-3725-5195-1127-3576-2486-5689-4196-5959-2657-1045-3517-5768-4232-2457-5888-4971-5202-5219-3173-1311-933-1741-1977-4191-95-675-3556-1382-5208-3558-2234-5461-2901-3500--6001
100 21374.509 1402 6001-3728-2190-4258-3030-252-1647-2841-2090-2173-5021-2464-156-5096-957-3139-362-2740-3138-4869-141-938-3838-3834-1982-2640-2934--6001
101 45112.898 1863 6001-3751-5749-3426-844-1163-1169-2490-1857-851-4326-1581-233-1579-5655-3419-1473-581-1659-4577-3530-3455-2206-4344-4050-926-4201-5026-3431-3158-5609-4025-872--6001
102 43504.016 1879 6001-3822-4470-5575-5477-408-1657-5973-1949-1420-4907-3514-2470-891-1159-4089-5829-2736-2153-4259-3119-2483-1738-2966-109-4794-5784-1291-714-1605-2465-4243-5191-1313-826-5131-890-4264-3468-1567-1240-5038-4505--6001
103 56417.031 1989 6001-3833-405-602-2766-1634-3003-2533-5174-3001-305-4251-2114-1427-5997-1793-3279-4108-2581-5399-3767-4830-3498-4034-4769-4345-902-370-723-1903-2906-4833-199-390-4376-2866-1555-5554-256-3458--6001
104 54641.666 1988 6001-3845-4464-1822-4336-1582-4309-5037-2941-4192-4039-1409-101-952-3964-2355-1830-422-4042-62-511-1077-2815-5876-4318-482-2066-213-3988-3577-1792-4075-1125-859-269-749-3774-2044-3334-5331-1334--6001
105 27481.567 1488 6001-3847-5091-5509-941-111-3378-585-2089-2672-3366-1929-3526-4741-353-3146-3877-4977-1212-2557-2405-4170-3338-1571-5396-2917-3000-4898-2170-1593-1736--6001
106 38817.055 1944 6001-3881-1428-1370-4850-4506-3568-4530-2010-1512-4881-4475-3586-4740-3870-4810-3675-3398-4041-4901-1729-2025-828-4570-3222-3360-4509-5524-2946-487-4970-1415-3484-1638-1260--6001
107 54801.441 1999 6001-3914-5651-3067-3708-2922-4916-1264-4884-4811-2095-5889-2688-5936-4756-2754-5280-999-4662-138-3220-4952-3186-4062-301-810-3730-4773-5416-1918-2219-2887-5349-3316-4031-3113-3125-4981-5176--6001
108 26512.590 1985 6001-3932-180-4485-3309-2681-2792-5536-939-3315-1868-398-4283-4663-3597-5785-822-655-5599-4983-3749-1302-1796-3844-3546-2857-4278-1865-5223-1986-2885-2858-1959-5743-3331-3166-1330--6001
109 29385.254 1971 6001-3935-5309-4010-3467-3043-676-5078-4315-1773-5438-3474-3804-4751-3811-137-3589-1990-793-5367-4213-1483-5965-864-5062-1534-5090-558-916-582-3872-799-5534-4249-5987-3417--6001
110 16795.931 1791 6001-3953-1848-2280-5857-1968-2550-5934-5472-4124-110-5603-5296-856-106-5206-4755-3110-3241-899-2515-4605-3973-5910-5014-5405-2205-4657-1932-3272-80-2617-4350-4979--6001
111 40314.345 1873 6001-4015-5773-1258-5898-153-1890-3291-2576-4563-4987-761-2586-4389-5247-5865-1383-2553-4931-1821-1849-3698-1118-5896-3476-4776-5518-456-366-4276-1241-4120-5918-3203-1175-4522--6001
112 37906.512 1692 6001-4101-4984-2604-2035-5772-3955-3644-2582-5677-5437-3859-2462-556-1277-1394-2459-5756-1624-5929-3995-3038-4217-4109-5529-2484-4721-3743-1129-5385-1208-1385--6001
113 21302.457 1408 6001-4122-452-1083-2277-247-3122-4766-1909-2343-972-5057-3868-3856-1507-2546-3821-1489-4754-3572-5992-5996-359-5411-3024-42-5571--6001
114 23313.165 1286 6001-4149-2440-4046-5213-788-2570-5723-3065-4381-5042-5647-5332-363-579-3510-1962-164-5482-4384-2554-3957-1335-594-2530-5817--6001
115 14182.633 513 6001-4174-140-1348-811-1521-3860-412-3937--6001
116 55929.826 1929 6001-4231-3898-3403-2588-1375-3204-4603-542-2358-1952-1080-2260-2804-3683-295-1053-5066-3086-5735-2162-1005-1231-5113-1833-4254-738-1226-1645-4058-5627-1452-3147-4009-5762-2518-3356-2608-5221-2762-5682-1904-4330-5947-2422--6001
117 43346.048 1911 6001-4239-546-4539-4848-2932-1675-2717-4786-4287-4077-1804-1022-3943-3928-2861-3281-5919-2285-551-5905-5068-5265-3446-5278-5593-1947-4934-2137-1261-1346-599-2491-5249-1799-4718-4590--6001
118 22700.732 1684 6001-4248-5328-3768-1757-5628-3048-4473-4166-376-4005-5077-732-2415-4533-5527-4230-1288-2300-4588-2249-1013-5771-1739-612-5794-1008-510--6001
119 26844.364 2000 6001-4300-1940-800-1610-3255-451-2198-5989-204-1078-314-3297-5823-1572-2017-2102-2685-5550-2605-2683-4800-4458-3096-4329-5495-3412-2912-3650-5300-977-5162-3223-225-428-57-4294-2292--6001
120 48726.599 1996 6001-4308-5796-2138-5734-2333-3074-2351-2891-5553-3785-3891-3958-2043-5641-5412-2479-2644-5922-4513-5013-4841-5164-2560-5775-2944-557-3082-576-4654-253-3823-2552-313-3349-2104-5426-185-4941-2830-3311--6001
121 41702.083 1960 6001-4319-4481-1305-5095-3516-4637-4227-5500-4524-3394-229-1033-397-917-1516-3200-276-2558-2801-3968-2797-1533-4302-2341-589-330-3428-73-1341-772-60-2763-2194--6001
122 29268.630 1978 6001-4341-908-230-4783-614-1298-624-3037-3132-2755-2827-3050-4726-5434-4832-3991-4668-4113-5313-4991-5515-439-1167-539-4518-959-3983-1680-2191-5731-216-2636-1377-515-425-5813-5151-1076-1178-4626-5449-5704-5230-2953--6001
