total_number_routes=218
total_route_len=7372345.128
#rnum #length #load #depot-#customers-#customers-...-#customers-#depot
11 42470.689 1201 8001-565-4240-5108-3848-5194-906-5827-5681-5804-4560-2098-5249-5140-1596-6835-389-1764-6793-4195-4664-3691-3225-6570-2570--8001
12 42508.076 1938 8001-576-4297-7607-5616-7656-1615-6533-3394-5730-883-184-6338-800-3709-3726-854-7105-294-526-4832-2243-3954-4933-5724-5781-4286-4737-1534-7324-2637-317-7830-1994-4528-3769-7450-5314-220-6060-2606--8001
13 63261.248 1970 8001-583-6562-2701-48-7435-5843-4892-4356-2374-1536-3757-3325-1266-2934-2919-200-6308-7973-4402-5351-500-6931-4734-3018-1097-3393-2631-5285-2367-2837-7219-3742-7919-4410-1157-59-289-3425-2371-4524--8001
14 20318.004 1879 8001-624-6606-4245-3253-1586-132-4865-5577-523-1878-1110-3101-6463-7363-5509-7799-3521-3300-1156-4256-5397-7191-654-722-2534-5103-4182-4455-4112-3444-4929--8001
15 36988.015 1468 8001-656-919-6541-7093-3138-6862-4008-505-3176-5589-3907-3722-4456-6323-164-4068-3005-6064-254-7318-6858-3033-3054-2630-6781-1857-6106-5378-1113-1659-5297--8001
16 31759.526 1985 8001-661-3484-6613-5970-7111-7030-1339-4736-1727-6633-6071-2128-1137-6645-4037-2302-5235-5810-2246-6082-4557-4696-4457-7646-3611-2163-4146-635-5745-3625-923-6011-5650-2937-5335-284-514-6182-2191-837--8001
17 44006.922 1856 8001-828-6321-3984-1221-4828-4421-820-6529-1260-3128-5034-6068-7592-5063-7889-296-1032-5707-249-3834-244-2240-2097-3275-3429-6632-6204-353-997-1899-5944-933-4491-4874-6660--8001
18 56584.729 1986 8001-879-7648-6049-2126-2736-7876-6704-6392-1860-1892-7023-7601-2889-3591-4969-1882-4654-5178-121-6114-2406-5825-3003-3179-4726-455-19-5933-376-3699-7394-3638-7302-1979--8001
19 35239.765 2000 8001-901-3762-6305-7327-2470-5405-3968-4941-621-4730-3554-3501-638-2293-2370-6682-5441-5177-7263-2234-1268-7494-442-6442-4801-1593-75-6615-5522-6989-4532-242-7206-4272-6439-3825-5396-4336-1628-6964-7181-1356-2043-1891--8001
20 14539.176 1986 8001-959-6807-2597-4363-1207-5364-5905-994-5017-973-7682-2966-3353-2866-741-2586-6025-4321-6456-1401-5466-2588-2784-6363-1624-7877-2912-6956-1993-3371-4550-4083-5678-2499-1961-2743-6685--8001
21 24106.741 1951 8001-1072-216-1028-2888-3270-7055-4636-853-6135-5136-7276-1101-6405-6364-182-7500-6518-2372-5053-5269-5846-5808-3530-521-3802-7573-5793-7926-6729-5790-643-1978-402-3738-4521-1368-7066-2963-5950--8001
22 30633.600 1938 8001-1130-198-2795-2481-2589-2360-6382-2340-7412-5649-4620-6241-3219-4312-878-3302-1462-3859-7738-3440-2611-3046-5920-1849-1315-6850-3155-645-7156-7014-6810-5534-272-648-1809-314-3867--8001
23 20745.072 1942 8001-1135-66-6032-4819-5619-3083-3116-3637-2505-4781-2823-7766-6674-3276-2335-6193-1666-4683-1469-2959-4678-7217-7997-7642-7262-6231-130-6340-1415-4044-4022-3529-4109-2725-1619-2152--8001
24 35609.295 1989 8001-1198-6557-4662-2084-5368-1915-5819-5078-6629-4306-4464-5223-7024-2295-7316-5074-3002-5931-913-7311-4863-5710-7906-7212-3037-6247-5151-2906-3016-3811-3915-1038-3850-5438-5758-2425-7804--8001
25 46132.102 1944 8001-1214-3308-3395-6644-6733-7834-6443-5908-7535-7844-5401-3595-4615-7533-1524-6853-5982-7944-1079-4697-3987-1479-5135-964-1805-3550-6588-3710-4505-3082-1369-5922-4504-2202-858-6821-1120-5047-7473-476-6706-1354-5207-7378--8001
26 49011.089 1919 8001-1292-3151-4540-3766-1226-4611-6957-1788-5626-1167-3792-7215-6564-710-6554-3942-4174-730-1026-5900-316-1516-297-1326-6628-4911-7610-4593-2741-1732-475-7739-5283-1022-6969--8001
27 34282.393 1782 8001-1305-1386-7485-5700-7352-5262-3386-6397-7654-1966-4415-1301-6384-835-1272-2772-5126-7604-6808-905-1150-7286-7891-1559-2363-7630-7543-6535-3839-7392-1673-4657-1843-7749--8001
28 14147.010 1742 8001-1343-7179-6313-3152-444-4672-2107-4137-5594-1799-4103-3902-1320-561-7338-2801-3268-7686-1394-6568-1919-2548-7085-4805-3528-2118-400-3966-520--8001
29 34704.194 1968 8001-1428-315-6820-2605-6276-4673-1656-4795-6233-1976-2543-3502-4207-5526-6119-612-45-2933-2053-7443-938-4344-6753-7228-2105-1862-4993-381-3941-3746-6250-5746-3050-5773-5102-2677-6556-1898-1351-248-7285-4163-6737-6128-2047--8001
30 19962.667 1959 8001-1465-7693-63-2814-2854-3329-2839-3298-6647-5868-1751-39-11-596-1551-2562-2416-5660-1545-3561-4948-1548-1538-5391-3115-7478-2418-1331-1296-2847-1883-1622-6177-6470-4971-3784--8001
31 46577.028 1995 8001-1466-2447-4034-860-6950-2132-4589-893-5089-7133-4720-7793-3100-3111-6607-415-4858-4200-1004-6680-4777-2064-3443-2112-6078-4311-2352-1043-6935-2690-2466-464-936-4998-1403-4461-7742-3687-4102-7934-5553--8001
32 40615.048 1958 8001-1475-4371-1758-1212-295-4728-1983-6120-6476-7516-5837-3324-4396-7112-124-6341-5892-2806-21-4506-6819-7668-2241-5400-2996-4074-5510-2765-233-3241-6504-5672-43-3872-1067-6404-7120--8001
33 10630.872 488 8001-1481-1968-2411-4101-1417-91-4597-4302-4966-7068-5533-2353-2794--8001
34 27953.296 1163 8001-1513-3973-5193-2563-6573-5185-7248-7236-5595-4573-158-5861-7032-5477-5590-1329-3972-2627-2274-1599--8001
35 32263.566 1874 8001-1531-6465-6369-2871-3545-3277-3234-5702-4387-7360-2651-4075-967-6870-571-4559-440-5805-6438-760-4845-3660-5070-4643-6403-6358-6809-7072-7183-6899-7244-922-4432-3153-5083-7871-4478-2900--8001
36 35146.072 1997 8001-1590-5024-7460-1248-1463-2676-4879-2922-4987-5913-69-1361-4508-2863-7426-6598-6041-4743-2822-3520-7462-7383-880-6289-5801-3612-4981-4270-2721-6829-5152-4317-1126-7125-5891-4755-2421-7451-209-1833-3249--8001
37 63455.004 1956 8001-1630-5581-4223-5348-4834-2495-4553-2045-7618-5785-5354-5042-3615-830-6203-4244-2571-3957-2147-1274-2398-3421-1825-6184-320-551-5497-5121-5355-5485-7391-606-1304-3247-5344-7734-6125-429--8001
38 46775.975 1945 8001-1702-931-7939-3519-5907-1450-5939-4426-3164-1769-4900-5717-4581-7203-1511-7293-6500-610-5600-6240-6661-128-4088-6344-3955-7730-2280-5921-4890-5407-6379-4399-2170-4412-1423-3259-7680-4510-3956-5195-2391-4785-5020-4590--8001
39 15137.707 1826 8001-1763-6375-3145-4910-1380-6905-5734-274-5749-5639-2222-3483-7069-5096-877-5841-1794-3365-2625-1317-2290-7216-5865-67-3512-6790-4792-151-7836-5774-711-2249-2882-199-1302-4202--8001
40 27392.938 1451 8001-1765-2162-3814-4945-1106-6474-1646-2935-4762-7421-5052-512-2211-1563-6709-816-4305-993-543-5189-4745-2836-1344-5501-2226-6167-1471-7880-4758--8001
41 24057.498 1976 8001-1775-3190-4583-4751-7081-3053-7035-2059-2962-6526-587-2269-2063-3385-2006-2984-3739-4537-2304-7974-2460-1937-112-5066-4818-6171-3861-1657-5071-5778-6873-914-5143-5797-7144-169-3765-7113-6511-7504-4453-842-2049-2247-4138--8001
42 11633.809 870 8001-1830-6249-1418-6923-293-1528-5904-1555-1972-4901-3025-7691-5760-6297-7509-3578-657-1195-6743-7200-1741--8001
43 37169.029 1927 8001-1925-2880-7980-771-185-721-2271-5275-6096-2783-5200-4810-3806-2719-1078-4055-424-4062-529-6702-5505-4440-3548-720-4744-6734-5803-3790-2977-2253-4364-3579-1298-7559-7045--8001
44 36833.651 1559 8001-1955-5654-292-4078-4849-4717-7605-1486-2351-2013-5696-137-487-1669-3167-6434-1132-3917-4168-448-3672-3260-3399-5265-1348-5500-2768-4460-1192-5503-7103-7620-5448--8001
45 38123.020 1977 8001-1989-6366-570-6795-6822-6398-2317-1846-6583-6757-3736-699-7304-3364-4543-5222-2983-802-3507-5787-572-5674-5333-5871-5118-1083-2140-5763-2369-7714-2682-212-4273-6948-1610-2230-5591-5697-347-3345--8001
46 51411.685 1794 8001-1991-7470-3340-2819-6036-2233-1406-4026-6050-29-1667-3450-2574-5104-3136-6788-3084-6537-6202-1121-4476-4652-4486-3833-4572-7295-7839-7057-714-3777-6932-465-4668-2148-5586-4719-7160-2699-2426--8001
47 29026.367 1997 8001-2039-1801-4378-3126-2116-7107-6736-2244-6877-693-5498-776-1345-7625-6866-4247-6760-5366-3889-2821-5493-384-5473-1640-2539-3909-3452-3027-2685-6611-2797-6651-5775-7062-3163-519-6141-3419--8001
48 37420.136 1999 8001-2077-5491-3330-1144-3763-6902-1332-4051-6477-2017-941-6429-5342-3716-7832-5171-7238-5874-286-5968-3071-3891-5893-6185-805-1817-1238-5653-153-5776-1944-6589-6852-5812-655-6625-417-3372-4588-4539-7748-1517-6918--8001
49 31108.959 1984 8001-2139-4054-1924-6075-6451-7329-2698-3816-6539-1934-1451-7811-38-4155-5682-6266-3281-3356-4409-2067-6127-1328-1334-7801-2777-5280-1098-559-6406-817-1099-5754-2978-4760-116-7970-7493-2072-586-5512--8001
50 35283.105 1980 8001-2143-4023-2953-885-1844-4330-4703-2365-5511-5327-3398-7486-1853-1580-6372-2767-2378-237-7096-3124-7346-5772-1474-6126-6117-6800-7328-4606-6851-2320-6-6953-1491-6448--8001
51 22388.880 1871 8001-2217-6942-6528-7204-85-6165-3714-7522-5340-1717-3047-2711-7760-441-6040-1691-4870-1327-5080-7961-2707-2522-6037-1410-2479-2212-4710-4381-4999-6176-3335-2260-4986--8001
52 52049.318 1959 8001-2221-5009-1749-7872-4235-3750-1986-3185-1103-7992-7539-1897-4826-6936-7855-5130-2413-1701-6194-7967-2175-1706-375-1754-6053-1178-1460-7606-5490-6471-5596-7076-6811-377-6669-2169-6912-3485-1502-3695-325-4587--8001
53 55742.322 1991 8001-2284-7210-6072-106-4985-2356-642-3495-2537-4833-1931-625-524-5099-3210-4674-5100-719-2131-6982-6742-5537-7380-3773-5014-7534-2362-2733-6667-6785-1627-1671-5930-2744-3594-7136-301-2348-4580--8001
54 36573.044 1956 8001-2286-584-3437-4152-924-1914-4536-4665-7483-3948-7600-2893-4534-4741-6694-51-2101-2649-3316-925-6285-1039-4809-4862-3890-2737-477-6856-3690-6642-4962-861-180-5429-2291-1996-5983-803-2752-4980-1461-6242--8001
55 31597.818 1803 8001-2303-3985-5712-7859-2734-4014-7132-6142-6886-1604-5836-6854-6637-5392-3774-5732-3074-3282-1906-1289-4375-2389-1514-5942-6530-3719-3017-6357-1686-2036-4328-598-125-7515-7608-4525-5506--8001
56 79795.997 1985 8001-2306-4806-7717-6880-1641-6315-4679-6409-7657-1790-6584-5917-6488-619-18-4279-2075-7633-5048-3633-7410-9-3799-2251-4046-4373-4932-1777-4616-5420-4480-3668-3191-367-7838-330-980-2696-5322-7701-3919-5664-1372-7781-1605-7907-5879-7915-4298-6102-6955--8001
57 39718.132 1935 8001-2316-2177-4895-2270-3764-4871-5418-2420-6502-595-5430-2918-535-453-6077-6303-6083-5157-4327-4989-6428-2467-7774-1943-4010-5214-4843-4499-3319-1262-4040-2407-499-6031-1889-7696-4768-3466-4512--8001
58 27927.328 1822 8001-2324-6236-4070-2205-651-5201-1810-1729-2223-1227-6201-4509-2414-4700-139-759-3362-1184-304-3382-277-5977-3924-73-2832-3992-2000-3815-2071-3327-7767-7315-589-3320-2923-1643-4084-718-7521--8001
59 17816.905 1298 8001-2332-3751-5339-966-4552-2364-870-2477-6832-2530-102-3779-2386-207-1204-2799-2408-1390-6402-5455-623-4527-2326--8001
60 28749.706 1585 8001-2349-2137-460-1591-4017-3267-7317-969-7708-2330-1792-960-6459-6773-5444-2997-2031-2691-2309-1546-7666-3031-6248-3771-7054-299-7585-2538-6869-4294-2151-1887-6721-1988--8001
61 21192.579 1563 8001-2410-7185-963-6938-1995-4530-7675-7953-1572-5031-4110-5962-6081-4526-1554-3172-4579-3888-726-4254-239-6652-5123-2884-3323-2735-912-6163-7061-5266-1115-3045-2881--8001
62 54491.376 1995 8001-2419-6270-3791-2532-1866-5054-1162-4983-1254-540-1854-7591-3041-7479-4427-6849-452-7744-2227-715-1947-5663-5013-290-2453-1781-3110-103-1470-6859-3000-446-5154-4316-2501-1245-4251-3923-1574-1314--8001
63 33389.190 1909 8001-2428-1913-7226-1431-2524-4105-1774-6390-1807-396-3108-5989-5860-7977-6317-1588-4775-4637-7224-3685-3098-5622-2739-3004-2028-6294-3089-3373-6319-5540-2088-4233-7759-6157--8001
64 41204.498 1994 8001-2430-2129-7343-1670-3755-6455-5000-4352-5523-7538-6435-3408-1783-2727-4414-2130-4577-6055-2292-364-1695-3517-5255-3358-93-378-7712-6495-1300-1249-4942-4289-6991-5320-7595-3884-7250-114-5064-2455-2856-1276--8001
65 11451.160 1088 8001-2431-6214-6180-7440-5183-6779-3623-2508-3355-6596-7594-824-4379-7994-3036-4844-5065-461-2164-7413--8001
66 28741.612 1838 8001-2459-1703-5075-2575-1109-3500-2872-6419-5319-4172-4749-50-7242-6962-6939-1399-4645-291-995-2965-6320-5687-6284-7833-6234-1424-1797-7418-3139-4640-4025-2580-5122--8001
67 22768.267 1994 8001-2474-1152-6355-5372-3256-532-1046-5044-52-3844-6638-3670-1813-4691-1977-2529-1010-2556-3245-2185-6772-1278-7272-4027-7854-4784-3830-4770-5753-1051-5290-2450-5303-3963-5611-202-6687-2218-5424-5963-4016-4238-1035-7146-2815-2807--8001
68 14129.209 1183 8001-2521-4276-1571-6048-5168-3413-6895-7565-4032-5507-5246-7267-6677-6692-2491-3713-6343-4841-7292-6929-3099-7569-5715-2724-4721-55-5237--8001
69 23825.432 1907 8001-2544-3538-7571-2970-6946-4123-2990-659-1358-2681-1685-5858-6990-6617-3602-1230-3927-7895-2399-2313-1967-794-4259-2262-592-2443-564-5469-1163-3129-7695-3196-5641-695--8001
70 47520.432 1954 8001-2552-1614-5582-1088-1608-7981-603-2135-5229-7163-6699-1081-167-7879-5305-4991-5268-36-6394-5903-2423-6983-1018-1175-5077-2434-3851-6656-7814-4800-5770-4780-868-6022-168-5818--8001
71 26228.388 1861 8001-2582-5294-2213-5369-549-140-2746-352-3629-668-1485-3620-4323-2896-5035-6774-3348-2790-5824-4976-4127-6145-2720-5573-267-665-4500-4377-2136-1597-6786-467-3645-115-5929-3221-2845-4199--8001
72 25781.387 1113 8001-2617-7168-3662-7729-4722-5706-5852-5182-4314-1445-3680-2451-2187-1515-1728-838-193-7770-4625--8001
73 43560.629 1985 8001-2640-187-653-4601-2827-3979-4716-7051-5677-7737-894-2976-4354-6440-5132-6890-6133-6670-4880-6934-1422-4130-7150-474-2703-2265-3049-1297-7260-1814-5912-4052-1726-7234-4007-1818-6756-3150-4817-3499-2014-7001-4031-7307-5634-2683--8001
74 19794.157 1776 8001-2829-988-338-5238-2850-6601-7458-5001-1454-4338-7018-4374-4562-799-3012-1420-5528-983-5337-2577-34-6719-1987-3442-1872-6965-3312-7237-6816-766-1767-4990-1952-414--8001
75 28545.753 1958 8001-2853-253-822-7518-3974-3730-5362-2355-4403-5701-3832-1264-525-5848-1321-812-2865-1575-3786-1523-3939-6679-1900-5166-998-7137-1203-6792-7576-7277-3289-4097-790-6288-6367--8001
76 20384.415 1765 8001-2864-5281-2759-1971-5212-4746-1709-2207-7662-2838-6431-1662-4927-7561-7615-5114-2663-4214-5336-4644-6179-5343-421-7720-6232-7403-1864-1677-1711-753-5352-6116-6841--8001
77 15105.263 1459 8001-2921-6257-6587-6765-2323-356-3630-7209-6088-2687-3374-7073-765-5325-186-6383-7468-5242-2792-6512-3980-3949-2189-650-3322-1444-1946--8001
78 32108.614 1440 8001-2949-5248-1117-4718-557-6223-4248-5240-1663-1324-5948-1049-4100-1353-2038-4436-3432-3121-2812-3570-5816-5069-427-6354-6070-5543-120-2809-2094--8001
79 39461.336 1690 8001-2954-3314-7393-5011-3299-672-4050-5597-958-6937-7697-1318-7975-6599-2553-6662-5110-3208-7079-1697-607-418-4689-3874-4335-4515-2476-303-1021-6797-518-3381-2619-751-1105--8001
80 70739.586 1990 8001-2980-7247-3720-5111-5614-1477-4164-4477-2899-157-5783-5635-846-3659-2475-6336-6446-7818-3982-2559-1172-7405-4179-5411-6199-6152-7817-3805-5131-2092-7831-3707-309-890-3918-5615-7109-4141-1190-1980-4419-4518-3546--8001
81 24401.344 1990 8001-3011-3085-7659-6741-5465-1173-4408-7205-7791-3688-6845-7173-7187-6371-1263-7321-932-14-2585-256-5736-1363-3161-4595-7908-283-6360-7090-4535-2730-235-881-2016--8001
82 29127.291 1912 8001-3028-3748-388-6519-7341-5204-2310-31-1153-17-6672-3634-3226-2160-5657-4812-1453-5412-6007-2903-5463-7567-1557-6681-862-3202-6778-7745-6149-4545-1675-6658-4266-5156-7151-7171-755--8001
83 22095.952 1971 8001-3118-5855-3843-2473-4005-2438-6802-7709-7878-382-436-1519-2492-428-5853-7823-3303-7740-1210-5721-7552-1840-4120-620-5549-6723-4149-1690-1509-3490-5756-3967-3990-6516-7376-6019-7946--8001
84 33659.268 1848 8001-3120-937-6213-616-7235-486-5673-7233-3297-579-2033-4082-3058-3250-1927-5949-1222-4699-7584-7319-2782-57-2114-7870-5997-2689-7875-3279-5532-982--8001
85 29389.252 1957 8001-3142-3840-2058-7820-3227-3471-6896-6799-3756-1138-2967-40-7858-6833-6527-6595-2245-5459-3876-7116-6003-4930-1522-3461-5815-5279-6657-684-5823-3375-3140-7299-7077-4389-2206-6761--8001
86 33234.704 1110 8001-3174-4507-4648-6458-2830-4511-1397-580-7993-1585-2021-6690-6412-5107-1773-7542-2604-4203-1617-7856-6271-712-2502--8001
87 27558.480 1994 8001-3198-2210-3378-4277-1102-6597-7070-5981-4106-4586-2409-6579-7279-2931-65-5434-1848-3463-5880-4326-6453-1303-1698-5960-5941-2494-3251-2484-6769-527-2802-5984-6499-3798-4889-3552-601-5012-1845-2025--8001
88 29926.327 1999 8001-3285-7921-3426-1197-1365-2119-2610-1674-3077-152-896-6432-4893-5484-2981-3731-7890-1568-7004-7689-7161-5631-6949-7139-5765-5725-3201-5286-788-3896-552-5800-4556-1664-3494-3930-7750--8001
89 16824.387 1938 8001-3293-920-2264-6291-5346-262-7064-5417-7384-1842-3130-84-3029-652-5124-2861-1858-2052-6999-5244-1826-2808-6166-4605-3551-3119-3069-413-6399-1644-631-7935-4178--8001
90 31520.554 1952 8001-3304-1228-3068-888-6830-2650-7003-5186-2686-6051-5159-4020-447-682-5636-5076-2325-2341-252-6909-2238-98-2620-4685-4519-56-2673-3607-5536-6700-907-928-4416-7797-4822-7089-2159-2261-68--8001
91 38740.321 1714 8001-3317-2359-4868-6898-7490-1959-42-2520-7881-3212-3148-3341-7520-2601-4447-678-6744-473-1494-1543-7481-23-1562-3678-3021-1376-1224-3518-6903-2124-3667--8001
92 42096.570 1815 8001-3328-6311-5427-4607-6211-2599-6084-793-3931-170-1890-7626-4574-4487-1713-374-503-7254-5714-5978-7612-6486-7827-6750-3309-1025-368-6280-2800-7011-261-3257-3449-5864-1566-4881-3159-2798-7684-6860--8001
93 11977.785 1595 8001-3333-1073-5607-1504-44-247-3415-1064-6269-5576-5117-3460-7578-4561-2379-2615-7957-530-1458-6381-3462-7667-491-5675-6891-409-5301-1501-369--8001
94 56254.595 1996 8001-3334-1181-2678-1755-7049-7255-7253-2516-7772-1651-617-5458-1439-6689-7563-5992-3998-1642-3737-3321-1242-425-4695-1371-7609-4038-7942-5755-1237-6188-5097-4711-1999-1251--8001
95 53111.460 2000 8001-3369-79-7983-4653-7699-7649-6789-5433-6042-2149-3428-1440-201-5205-4848-6805-7842-172-4081-6146-6560-2289-2440-3412-4752-5667-5788-4886-4108-7664-6460-4821-3903-7153-4359-3103-5621-4804-6925-3640-3655-2986--8001
96 23405.698 1859 8001-3422-5768-5022-4186-4501-7142-495-5926-341-4133-7989-7771-6977-4756-3020-3666-5996-7354-1816-99-3470-1742-4192-5539-5991-6624-7755-865-930-3885-5915--8001
97 14401.644 1508 8001-3448-7104-7265-4058-7118-3822-843-5164-1633-2255-6997-3913-4343-615-4275-4912-7547-6164-7330-7088-2001-6813-7467-782-725-7554-7433-7126-5832--8001
98 13865.876 1966 8001-3477-697-3976-1707-5647-7851-7117-5562-3995-6467-4369-6208-6056-5822-2523-4997-5155-4667-6944-165-6457-2180-7284-990-3203-4582-279-5225-6301-3567-1921-1349-3675-5219-281-7428-3453-1158--8001
99 26277.481 1947 8001-3489-5894-5464-4405-6245-6697-5559-2515-1802-6378-5292-3301-1850-6604-6388-3557-6712-5045-4963-4241-864-3175-7721-6904-7611-2287-5365-1283-7377-4520-4262-3878-211-5937--8001
100 32725.489 1693 8001-3491-3486-5415-6168-3681-2944-7952-2062-7718-4656-1123-5030-6454-2709-4350-6332-736-3193-5513-1325-7786-1893-2655-1910-2329-1017-7514-1806-3117-82-5875-6710--8001
101 20279.898 1989 8001-3569-2926-3983-1090-4724-6275-5693-3032-945-1176-6195-7777-4847-1414-7086-4853-2376-770-5181-6691-4723-2377-4260-5492-2757-5888-2138-590-1048-4161-7164-3728-288-4282-1395-3097-370-3015-2862-2171-4566-3598--8001
102 43220.073 1999 8001-3588-2531-797-1209-6089-3958-5489-5886-5220-7775-3305-7334-840-4920-4857-6475-7959-3857-5940-5437-6010-3906-5032-3075-1632-5435-7488-1963-7869-750-3544-3493-1592-6400-3703-3596-6045-5671-2859-7046-608-2519--8001
103 16889.975 1863 8001-3590-7322-2913-2272-3376-3627-5695-7560-2417-4368-971-5387-4676-6966-3401-3055-3166-627-217-2848-7208-6676-1084-3205-4418-3061-5272-148-3863-7140-1500-5658-5722-1194-1282-6348-7848-4852-7424-5039-4407--8001
104 35351.415 1924 8001-3624-3617-363-7545-7802-515-6227-5273-1881-1476-6823-3836-6243-955-6987-6798-1014-7796-5766-443-7845-4454-3088-2645-1177-2774-3397-2201-5188-6418-2403-3143-2891-2587-5923-7416-6593-916--8001
105 22503.433 1521 8001-3669-4554-7429-3654-7746-6322-1108-454-6838-7647-5376-5844-2989-334-147-5307-7275-7308-7388-7395-7624-1360-4629-3389-492-4482-15-5072-1789-5394-2383--8001
106 33960.359 1995 8001-3673-6620-2991-6191-4349-2546-1285-7627-810-7806-4688-5410-999-1965-7034-7496-7679-5698-1062-1660-232-6875-7013-5531-754-1730-7788-5254-4194-1760-4769-1100-393-3971-6636-7423-6479-7603-825-6333--8001
107 42296.654 1980 8001-3683-5345-4299-7182-4774-1246-335-3565-2288-6933-6027-4180-2331-2486-41-6020-3928-3295-6678-7527-818-1095-1957-2883-7962-2057-6238-1160-4099-6026-6226-2050-4114-2040-4128-6654-3455-6970-3684-2452-5456-7469-6746-1256-5958-3007--8001
108 20976.920 1202 8001-3715-7764-7925-3482-7448-5688-3137-1141-7495-7947-2432-3910-16-2198-4237-7359-553-4185-6917-5703-4936-1091-5358-4346-5316-7910-215-5198-1822-6173-823-7050--8001
109 41435.545 1940 8001-3717-3804-496-329-1547-3644-7218-6751-6748-6017-5388-1033-705-7108-5184-4546-6267-5094-7303-7273-4370-2596-5598-6884-2307-1464-5524-2958-5385-7009-5924-5250-5796-5215-1413-7641--8001
110 15132.260 1941 8001-3758-479-6603-5386-7345-2155-4921-7326-5548-466-346-1803-4337-6698-3271-4353-3828-133-5360-7415-2894-6980-2648-5973-4428-1449-7456-258-3458-2603-5007-2957-1359-5747--8001
111 26874.867 1524 8001-3759-4887-5542-7461-4619-6345-3571-2375-4347-3827-3925-4351-2400-439-2127-1293-3639-1496-4198-6316-5442-3940-5253-742-3187-550-3107-241--8001
112 29603.678 1996 8001-3823-266-3488-7557-7651-5419-6380-97-1720-1997-1835-767-556-7508-3009-1549-1206-2591-6590-6001-3066-88-2173-3698-1432-5106-7517-3937-5625-4333-1003-7640-4558-1745-4232-869--8001
113 6988.402 649 8001-3853-5627-6703-2729-948-7860-5148-6433-4647-7938-263-951--8001
114 53290.530 1997 8001-3858-1778-2789-3469-972-7861-3898-7231-2998-4224-1143-4701-4839-2204-7298-1391-3238-326-6016-5276-1938-3622-3676-4177-3656-7574-4271-7850-1077-4204-3188-7658-3926-4315-1876-3133-2106-1134-2675-743-5289-1169-5995--8001
115 42425.920 1976 8001-3912-1133-7976-4367-1704-4850-7757-1146-2433-7765-5258-4448-4361-4226-4840-1182-1023-3894-3113-2747-4261-708-1069-1255-1373-1602-7787-196-6563-2308-3679-700-5994-5081-2229-1795-2835-4188-6749-6063--8001
116 25405.256 1881 8001-3975-4707-1140-6521-5447-5728-6514-1080-1261-534-4028-7965-5370-4488-6609-6353-578-4228-7399-6566-37-2024-5988-7826-585-4125-4882-3396-1863-1945-1412-1125-1716-4442--8001
117 25438.741 1879 8001-3986-7419-306-4288-1468-7386-4602-7614-4115-7884-7553-218-6464-6666-5870-5474-4864-3274-2020-4779-1962-7012-1011-3194-7487-1828-2082-6093-2885-4875-4129-6450-2186-1903-1645-6863-6046-5487--8001
