total_number_routes=235
total_route_len=6238438.386
#rnum #length #load #depot-#customers-#customers-...-#customers-#depot
41 24069.020 1963 8002-3493-4613-7049-3772-5630-2438-4779-3161-1379-2054-1990-1105-3529-5127-2839-1366-6789-4924-4968-3202-5465-114-7226-7690-7715-3628-5418-7822--8002
42 27830.952 1878 8002-3498-2163-6944-1464-6205-1753-385-7406-6398-1072-5195-3689-4612-1022-504-2933-7466-2629-4256-4766-1651-1611-4967-341-7887-6904-3910-5802-7014-6808-5490-2814-5210-4039-3490--8002
43 29457.480 1869 8002-3505-7458-4966-5469-3230-2220-7022-3198-3808-2603-4051-7390-2216-1584-5149-4718-918-4433-3668-1192-6611-6864-6608-6326-2106-398-5350-6043-4150-5733-7911-757-4578-5891-2714-4983-3775-853-2574-4143-6863--8002
44 14101.619 1819 8002-3546-2836-1300-6505-5945-6340-6750-59-6431-1178-3098-938-1245-6301-6345-2477-6976-4920-88-3554-1966-2892-4403-1971-3297-1603-1810-3811--8002
45 29426.070 1895 8002-3665-7-3906-5484-805-3424-1285-124-965-4663-574-1053-4471-5018-6429-56-4118-1033-3856-2241-3639-3436-1977-840-3059-7745-6854-1409-3923-5160-438-1937-5102--8002
46 15853.503 1715 8002-4041-1336-5768-6939-1557-1460-4536-904-6467-4788-6199-496-533-6422-2822-7162-5021-7769-6638-7594-1013-7207-6499-539-4500-3491-1567-5677--8002
47 35503.018 1574 8002-4472-5928-4727-661-7958-4835-3934-2102-7663-5789-2217-1874-6769-3900-2280-2132-5711-2456-7341-1755-2645-265-5218-3459-7243-2488-1355-4411-6704-7549-245-2632-6722-718--8002
48 25523.868 1962 8002-4511-1514-3783-4205-7698-5644-3232-3037-4923-1458-3007-4347-7846-7837-3274-5100-5651-2120-6723-195-5784-957-123-5763-5148-7110-7376-1763-7659--8002
49 23944.751 1896 8002-4782-3164-6793-7957-1276-5456-6388-272-624-375-6539-2544-1528-4802-2373-4622-3100-1826-6276-6632-4421-5267-5863-5434-6982-7122-6840-3331-2652-6428-4107-6240-6255-5960-6591-4510-7908-6710-4017-6895--8002
50 22157.777 1737 8002-5028-2128-4714-4432-3879-1124-7250-7335-2248-1781-4561-2682-1252-3396-3952-7473-2980-6827-2984-798-7050-2204-605-5511-2251-2910-4775-1516-855-5628-2011-3303-3992-3135-5175-73-6013--8002
51 23402.313 1953 8002-5038-2509-3138-231-4652-3748-5376-5204-178-6529-4515-2072-1590-6556-5741-7233-3019-5583-2641-7885-3895-3310-3182-7107-3624-2889-6448-4464-5998-1150-4994-4399-7935-4832-1419-2799-7485-4251-2737-6450-430-5227--8002
52 25463.261 1445 8002-5103-6580-1145-4564-7612-712-5458-7372-1701-6995-7884-3130-471-4064-5637-710-3062-4649-1747-4914-3839-6815-2268-949-1959-5302-233-2935--8002
53 25521.397 1986 8002-5249-1897-834-92-7545-3013-1883-1859-1992-144-7890-1374-1431-7476-5422-7643-5494-4687-4006-6118-503-1970-5143-4739-7027-6837-67-5197-5965-7553-7861-4327-2392-7847-3089-5067-2145-5118-4122-1661--8002
54 8369.688 808 8002-5301-1577-2916-4527-4844-2148-4095-1117-5883-835-6143-1831-4422-4657-5216--8002
55 25011.984 1598 8002-5442-5517-2581-4228-6991-3405-7043-7347-6022-7974-3785-3777-6421-6449-4818-1750-7845-7567-4998-6196-3260-7501-6009-6390-7765--8002
56 34859.846 1537 8002-5500-5019-3848-2684-322-6999-1964-7142-6773-3334-1940-6348-7699-4121-6549-4499-4703-3750-4934-5746-5262-323-752-4424-6119-5263-6570-2229-135-2788-763-5714-6397-4360-5979--8002
57 28180.036 1978 8002-5533-6498-284-831-6263-6610-6094-7918-7801-6082-7396-7209-4021-6678-6104-6922-6543-6474-7967-5509-2181-6180-6573-6320-4453-2965-4610-2459-6977-1198-784-5745-2701-2262-5110-2826-4620-5594--8002
58 17980.437 1962 8002-5589-5398-7752-2249-7183-638-1380-5525-6066-2693-7462-7565-7041-4850-6856-7573-5023-1229-1737-5010-7499-1103-5672-3293-3971-5254-7359-3218-562-2502-1694-4648-6010-5406--8002
59 42286.255 1981 8002-5779-2505-1310-4309-4416-7125-5924-3827-2605-7279-3945-4984-4683-6950-7138-1563-6692-4711-6001-2161-2105-7167-1881-5472-1392-3336-1449-970-3093-5119-5275-3543-4573-5710-6212-5222--8002
60 27354.623 1997 8002-5973-4318-1017-7748-3596-3625-644-5403-6302-4338-2344-6502-6232-2426-7060-6738-2055-1667-6220-5457-1365-2424-6336-5203-5601-4208-7480-4066-623-6716-7276-2592-3558-7433--8002
61 18124.116 1831 8002-6044-4710-1197-5166-4621-4937-5800-3387-3485-5025-4506-5750-2384-3286-4671-1223-5409-525-691-4383-2292-3717-3829-6525-7943-5556-5692-472-5256-1668-2687-6297-5340-7702--8002
62 17107.163 1453 8002-6069-1880-847-7798-4398-3677-436-254-1801-1843-6934-3637-5179-4885-5372-3433-7835-4516-7217-649-5206-2504-4720-6033--8002
63 42250.886 1602 8002-6159-6132-5532-5857-6628-1225-2525-4901-6379-7850-4738-1266-7132-4043-3780-2199-1799-3379-27-1247-3711-5542-2275-7101-4054-6790-6335-3285-2326-4461-6495-6485--8002
64 22414.783 1954 8002-6163-2733-5571-6609-6473-353-4866-476-2005-2991-3756-3328-2808-453-7746-3415-4219-7356-903-2134-7370-6017-7635-6679-317-6111-5396-5052-617-1682-4799-7893-4491-6936-6537-2479-7560--8002
65 21475.727 1998 8002-6202-1626-1106-4633-6874-5812-7477-48-243-5172-129-3657-6645-95-5174-1064-1878-669-947-1941-1811-6882-4918-2096-3577-1163-3083-5447-1483-1054-1028-352-4081-8000-2166-2820-7069-2449-6989-7792-6007-6975-4748-1615--8002
66 24969.599 1801 8002-6314-7874-3782-7820-4504-2453-1341-147-1623-3999-4484-2501-3523-6964-4395-1918-2074-1866-487-1079-5286-3876-2862-2955-1138-6229-1250-174-5441-5748-5467-1579-6112-1359-5437-6528-2720-5419--8002
67 16813.159 1875 8002-6569-1328-6643-1718-6356-809-6224-6852-3792-2891-7178-2439-674-5959-4462-7464-3153-3600-6097-6206-1127-4380-6810-584-1035-1872-2894-726-865-1522-7048-1171-656-1452--8002
68 26636.999 1774 8002-6776-4480-1132-2939-2233-1773-3685-4238-1153-7667-4606-7940-2413-2287-7725-5383-849-4489-4284-5970-6483-4841-3223-4115-7357-6799-819-7977-4670-481-2812-5370-6557-283-3768-4077-7671--8002
69 28698.365 1771 8002-6833-7711-5899-2386-172-3838-5622-5498-1342-2039-6386-7081-7331-6264-5037-2177-1444-4971-3456-1450-2499-7377-6277-368-1997-2393-3137-6047-5298-7590--8002
70 12836.722 1023 8002-6901-2663-5582-1999-7157-3443-542-5853-3506-5966-7596-2183-3593-4846-3122-7781-877-4547-21-6489--8002
71 5881.400 775 8002-7079-7802-567-5895-5130-4899-2471-399-4339-7284-46-3444--8002
72 32624.390 1978 8002-7174-7572-2698-4015-304-3773-7644-5508-4976-3922-7502-6663-1426-578-321-7109-419-2736-4014-4458-5205-7879-2387-7929-2331-4695-6392-837-7409-1814-4981-1975-3516-4038-449--8002
73 16478.641 1879 8002-7333-345-4880-6223-1716-4635-5904-868-1384-5026-1363-7966-7597-1609-4069-7330-6038-684-6488-1550-6845-4027-3974-4584-40-6748-606-3746-2874-751-1858-4173-2301-7770-2180--8002
74 24982.143 1951 8002-7620-5843-7960-3417-6862-4879-6378-4088-1118-1024-4533-5358-1540-6296-2708-946-3329-7946-6927-4848-6860-5292-5782-2540-101-6665-6661-3386-72-2974-5757-5121-4080-5455-5107-6629-6055-2608-6217-5325-5139-4562--8002
75 21477.594 1919 8002-7907-696-3294-3128-2767-3341-1484-7525-2434-7772-7616-1768-4181-2483-3863-7557-7373-1075-4769-1201-7281-7891-7722-6135-7168-5471-3450-3578-1677-2597-5559-3609-1640-5902-5062-1778--8002
76 24935.606 1850 8003-93-2530-3054-1653-6534-5285-3647-7034-7713-266-554-1932-5126-7734-5767-7849-24-295-759-6824-1472-2407-395-7374-391-6231-1769-975-31-359-6933-3338-5272-6434--8003
77 40753.096 1974 8003-176-829-4814-7028-4227-3621-4975-2029-4387-2125-2940-3156-7145-2830-5627-6260-1244-4554-4990-765-37-2285-5715-7344-3758-3897-4790-5047-7660-7303-2784-6469-5985-4931-2510-4172-5699-4513-1610-7611-3008-1806-7930-7795-2550--8003
78 61699.749 1990 8003-240-7052-2497-180-4091-597-6476-6491-4615-5186-6560-1239-7160-2404-3978-6757-7429-7507-1731-3638-2848-394-1088-4986-3112-4595-3618-4236-3601-1513-1785-23-1404-4784-2883-4864-7148-7435-7945-6411--8003
79 24019.327 1598 8003-347-161-2970-3691-1496-3861-2766-5575-5967-85-1746-54-5595-5491-3990-6391-3521-7675-7439-6233-2959-6761-5231-4210-1327-3661-2057-614-505-7169-2982-4974-5228--8003
80 26337.680 1656 8003-714-3413-388-14-319-1592-5821-5477-2897-1790-428-2594-7407-5117-5633-140-2335-6624-1113-1625-1913-3107-2430-3391-4806-5095-2239-1601-3551-7834-7912-1960-7854--8003
81 17232.736 1761 8003-1068-6767-3316-6835-1465-6641-3190-4482-5786-4391-6128-2845-1819-3017-4211-2094-6566-1321-4926-5410-2773-4948-482-6093-4781-5478-5188-7354-3877-7804-1162-6998--8003
82 16701.920 1864 8003-1071-6137-4195-3860-3917-3576-7832-555-1779-3735-6633-7564-1390-815-4418-7094-5022-12-7513-6851-4865-426-7369-286-4812-3332-3580-3914-5162-4690-7116--8003
83 19662.884 1729 8003-1345-687-5313-891-5212-4079-7554-1189-1666-52-1862-3905-2685-1593-3070-5753-2381-4388-2171-318-2218-1407-5425-4201-126-6157-5702-2992-3640-7388-6713-1-2568--8003
84 18754.688 956 8003-1402-5743-6218-7151-6351-3588-3322-4905-3510-7603-1213-4519-4576-2026-4435-670-3882-4008-6527-7682--8003
85 30545.720 1047 8003-2048-7517-4890-191-3960-2034-57-6660-2700-53-3193-3809-5154-7815-6672-209-4367-4642-6781--8003
86 17858.152 924 8003-2127-3975-863-5431-2923-5776-1688-6155-2871-3912-3496-5330-5307-7500-3042-2616-1978-5961-6820-5624-3033-6737-3236-2696--8003
87 17049.326 1255 8003-2732-1629-4292-1120-3113-6181-5819-6758-6468-6941-4290-1282-6268-1376-5041-5527-5156-6339-3350-1730-3272-7868-5811-150--8003
88 24722.699 1552 8003-2793-1891-7015-5196-2797-3069-5915-523-2095-7195-5893-7993-7719-6969-1885-308-5237-5712-115-7093-3973-522-1417-3478-4117-5792-5243-7877-3832-2785-6926-1074-2076-7855--8003
89 25909.660 1940 8003-3330-7985-3026-4479-5626-3146-1775-3051-5375-7414-5443-4478-5086-6442-7915-7260-7228-5084-207-3276-7221-2983-4233-199-1236-1320-5835-7131-680-1255-3723-6715-6727-3594-3935-1835-3418--8003
90 19402.787 1278 8003-3449-7099-5852-68-5539-5577-423-2772-4281-3502-2667-3653-953-2091-1102-6051-2740-4105-2330-5951-4361-6687-5341-4929-3120-7933-3428--8003
91 54513.518 1992 8003-4092-1993-2748-1493-3290-599-1203-1901-445-5625-844-5929-3231-2317-7638-3384-782-548-5578-3539-6068-3886-1375-6267-6644-4837-3090-2651-2854-6996-1475-6016-3114-3939-2738-287-2035-1373-4180-2221-1744-7114-6855-1015--8003
92 30020.894 1932 8003-4104-6914-7630-841-5705-1427-3155-2469-5316-5616-457-5708-7721-6807-7297-3254-745-1770-5980-5099-5885-4026-5683-6060-7224-4127-5830-568-238-4631-3307-2036-1302-2928-3936-6125--8003
93 36204.512 1981 8003-4147-4275-1899-2582-598-2460-4660-814-267-988-5524-899-3526-1254-2768-3896-2451-3966-5569-6247-4540-249-5439-7672-5168-2049-6396-723-1738-2067-6140-1481-5308-1313-271-1388-4862-6903-339-1289-7317-7088-4229-7491-3235-3144-2081-3463-4502-2184-5991-3178-6972--8003
94 34007.975 1538 8003-4151-3094-5092-6562-5460-5987-447-5365-6419-7786-5955-5875-3709-3991-2946-2718-2798-15-3319-2572-1027-3887-1477-1692--8003
95 48541.041 1845 8003-4175-7024-5946-6400-110-7793-201-6322-3499-5938-5654-2050-5553-7705-2560-2620-493-1424-1850-1207-758-7510-104-4374-7724-6370-6042-7483-4119-2577-6813-1728-2359-4302-3466-3287-300--8003
96 53434.884 1980 8003-4574-3541-852-897-4982-5-6479-5220-1436-4572-7421-3367-1047-2118-801-2672-1279-106-7743-4616-5990-3995-6640-6394-2339-1445-1673-34-3830-4651-3014-2938-6500-4745-6905-5846-5822-1222-2942-6684-6784--8003
97 34156.029 1989 8003-4774-3890-6369-1620-7520-1876-3993-5291-2571-7375-5089-3719-1469-3275-3940-6116-6122-1525-2576-6603-2787-1630-2038-5075-7153-5647-1691-602-1095-5878-1296-4156-887-5785-2390--8003
98 19662.849 1177 8003-4868-3949-4288-3533-2669-1736-3805-2258-7266-2707-5798-6853-4067-2749-3199-1241-7124-6070-822-4279-532-4815-5395--8003
99 39482.099 1966 8003-5046-1985-3676-4935-3399-3421-222-5108-3664-488-5265-7895-2765-4524-4448-3549-4911-6266-3279-2401-3862-5309-1070-5185-780-3343-2472-1697-7367-3029-4733-3841-2092-7427-7358-5925-220-7038-7140-7249-2155-4191--8003
100 53398.778 1951 8003-5054-1350-1073-4385-3837-4886-7184-6686-5656-682-3347-6046-1991-22-5664-7063-1398-6508-5950-3920-7338-2523-830-7529-6541-4744-4158-5453-2309-2715-3300-2033-2116-7581-3742-1338-2077-2556-4750--8003
101 13314.199 619 8003-5219-3929-5744-3651-2987-3354-2089-3544-7505-5974-534--8003
102 9581.986 582 8003-5232-3249-1536-1010-230-1638-3352-6101-5805-6802-3888--8003
103 28649.276 1696 8003-5412-2123-6533-3779-3489-4445-78-3799-4589-7292-146-1367-3898-3087-4246-6564-3030-4375-1208-6490-884-2294-7897-2043-4222-6507-1323-7727-5770-3152-2-5071-5872--8003
104 23479.020 799 8003-5673-108-3776-1311-7353-7764-7685-7610-4377-5978-3790-5679--8003
105 27115.659 1778 8003-5674-6067-1083-4563-6760-3237-3590-1107-6819-1739-2844-3778-3342-2555-7016-1709-7735-2333-1714-7102-3344-4372-4889-3619-4869-1451-1196-380-1115-4389-187-1333-2613-1568--8003
106 24160.984 1905 8003-5804-6-5783-97-698-5713-6072-3125-5992-3591-325-4025-3825-1461-2721-4199-2397-4345-2921-3831-5742-7913-2610-3921-2425-5721-3612-3266-4144-5215-3967-928-1953-7632-2564-4520-2531-1360--8003
107 22975.384 1568 8003-7092-1910-2080-7666-6559-544-5592-5271-4135-4303-1405-7159-5462-5405-6667-444-2020-1655-2666-7025-6454-6740-2463-1873-5986-5257-881-6596--8003
108 12521.169 1107 8003-7176-3525-5653-5634-5977-5184-412-3545-1743-4674-7904-5911-5665-5287-6872-810-4831--8003
109 27329.628 1791 8003-7227-6383-4137-6315-6148-1029-3536-367-7646-2151-5371-4245-5752-7651-4443-270-997-5342-1307-2486-4130-2409-803-7017-289-2790-2071-3264-5167-5873-5002-3986-5053--8003
110 23032.829 1900 8003-7515-3473-3248-7749-7836-5056-3298-824-7000-5864-2247-3959-440-4011-2816-2303-3720-3715-5169-6946-3278-6308-3820-7051-6962-7378-3005-44-741-2191-6293-7054-2246--8003
111 38209.507 1925 8003-7519-1924-5065-7584-5718-2993-6234-1463-228-2657-2985-6355-527-4349-1005-3629-1845-750-3305-6932-2947-5766-432-3495-5369-2637-4949-5765-1230-470-2548-6030-7650-4254-2329--8003
112 6878.507 438 8003-7568-3635-2911-1262-6691-2595-4052-6699-2313--8003
113 30017.074 1626 8003-7602-701-2346-4947-861-7878-6536-2186-3383-158-4791-4207-7680-4732-151-2085-3806-5055-1797-2117-7278-6623-781-3566-3514-29-7218-4888-2873-7625-2270--8003
114 26062.646 1972 8003-7932-1031-7965-604-4804-6100-1343-7587-4830-5424-6169-678-7300-236-5385-7098-2570-2369-4232-1268-143-2286-6353-7563-7248-1410-2677-2348-5445-4985-7494-4494-3047-6940-1354-2310--8003
115 24094.586 1998 8004-98-3781-3626-894-2454-1635-2405-5994-1391-3911-5696-4518-864-632-2958-5464-5152-7818-5828-1624-2593-421-4826-6289-4525-4379-5635-3055-4925-6430-4030-64-397-7566-7991-409-1065-3066-1749--8004
116 21824.056 1956 8004-226-6614-6794-7019-206-4164-462-2986-407-2896-662-1044-2226-7968-6866-2295-3402-7811-7706-4167-6371-4271-1802-3441-688-3938-258-7980-5261-1846-3835-2722-6124-3636-6201-6290-3494-2529--8004
117 42007.089 1978 8004-252-1050-2214-1180-3652-7903-5662-2103-1719-7639-2753-1309-5242-6484-2135-1809-1782-7316-3500-2636-7871-7805-4358-4152-6696-3509-3658-2618-4053-6814-5182-7580-5388-4123-6923-7438-1267-435-4882-5035-5295-1331-7046--8004
118 25837.442 1999 8004-285-6902-3346-1887-4154-7700-2692-7992-197-1925-6307-2282-3165-559-4786-5319-1467-4501-5700-5620-732-2612-1414-5930-6200-7245-590-5810-1708-5514-4942-2100-7120-4311-7509-6592-6836-3589-314-6730--8004
119 31729.659 1995 8004-354-5013-4759-4000-1416-5485-5176-5838-4071-1265-450-5015-4250-1788-1412-6025-7937-2673-5934-4543-551-6887-5901-2879-326-5847-4072-3067-6822-7821-4821-3822-7080-6867-6766-6732-1906-5324-7857-2689-1659-6695--8004
120 17093.784 1486 8004-600-1378-2368-3159-3582-2960-3400-5962-3732-2811-2112-5273-2371-2101-35-3712-30-6770-955-5327-4531-3429-4440-3149-1950-4659-6174-6666-2818-4768-2321--8004
121 20936.097 1735 8004-620-1920-7083-7910-5682-5877-611-3168-5771-5226-7975-5094-1023-5305-1361-6285-4497-2053-5123-5017-1003-3695-700-7336-181-4940-3435-5355-6225-1199-2876-1844--8004
122 30034.030 1929 8004-787-200-5360-2864-1057-4950-6890-4040-2973-7290-2735-5081-6273-3016-6829-3933-4701-5303-479-7057-3599-7405-6262-6653-3725-924-2573-799-4249-561-4159-6759-706-7262-2281--8004
123 17393.535 1987 8004-872-6323-3256-6236-1777-7550-1059-2869-2261-2886-3115-6912-4419-1500-2621-4155-3210-7170-4097-1622-165-1283-6280-4063-1081-7096-6791-4505-4193-6077-2159-1805-7756-963-7777-1696-4450-2064--8004
124 19230.653 1703 8004-892-7677-7665-357-2358-3375-5639-5208-1982-1243-4214-7349-1581-4845-6888-2306-1546-3842-2806-4939-6530-2260-7579-2237-5399-2932-3003-1206-1988--8004
125 27594.870 1968 8004-931-2063-5535-1332-2796-1474-1418-3032-823-2338-5109-4824-2976-7059-2638-6129-1662-491-1578-5190-7365-3724-1154-5874-2584-3737-7645-6333-7628-2644-2149-418-7189-7255-7999-5687-5318--8004
126 17314.964 1899 8004-972-3669-7559-485-5818-7760-4230-788-183-7380-1459-1734-5007-7751-569-1921-1812-7806-4776-6325-4521-7775-3674-1946-6444-6256-4225-5163-3020-5933-878-969-2400-6123--8004
